"ltg","transcript_url","video_link"
"143","https://www.althingi.is/altext/143/f004.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=4"
"143","https://www.althingi.is/altext/143/f005.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=5"
"143","https://www.althingi.is/altext/143/f006.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=6"
"143","https://www.althingi.is/altext/143/f007.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=7"
"143","https://www.althingi.is/altext/143/f008.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=8"
"143","https://www.althingi.is/altext/143/f009.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=9"
"143","https://www.althingi.is/altext/143/f010.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=10"
"143","https://www.althingi.is/altext/143/f011.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=11"
"143","https://www.althingi.is/altext/143/f012.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=12"
"143","https://www.althingi.is/altext/143/f013.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=13"
"143","https://www.althingi.is/altext/143/f014.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=14"
"143","https://www.althingi.is/altext/143/f015.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=15"
"143","https://www.althingi.is/altext/143/f016.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=16"
"143","https://www.althingi.is/altext/143/f017.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=17"
"143","https://www.althingi.is/altext/143/f018.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=18"
"143","https://www.althingi.is/altext/143/f019.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=19"
"143","https://www.althingi.is/altext/143/f020.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=20"
"143","https://www.althingi.is/altext/143/f021.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=21"
"143","https://www.althingi.is/altext/143/f022.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=22"
"143","https://www.althingi.is/altext/143/f023.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=23"
"143","https://www.althingi.is/altext/143/f024.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=24"
"143","https://www.althingi.is/altext/143/f025.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=25"
"143","https://www.althingi.is/altext/143/f026.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=26"
"143","https://www.althingi.is/altext/143/f027.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=27"
"143","https://www.althingi.is/altext/143/f028.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=28"
"143","https://www.althingi.is/altext/143/f029.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=29"
"143","https://www.althingi.is/altext/143/f030.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=30"
"143","https://www.althingi.is/altext/143/f031.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=31"
"143","https://www.althingi.is/altext/143/f032.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=32"
"143","https://www.althingi.is/altext/143/f033.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=33"
"143","https://www.althingi.is/altext/143/f034.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=34"
"143","https://www.althingi.is/altext/143/f035.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=35"
"143","https://www.althingi.is/altext/143/f036.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=36"
"143","https://www.althingi.is/altext/143/f037.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=37"
"143","https://www.althingi.is/altext/143/f038.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=38"
"143","https://www.althingi.is/altext/143/f039.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=39"
"143","https://www.althingi.is/altext/143/f040.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=40"
"143","https://www.althingi.is/altext/143/f041.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=41"
"143","https://www.althingi.is/altext/143/f042.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=42"
"143","https://www.althingi.is/altext/143/f043.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=43"
"143","https://www.althingi.is/altext/143/f044.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=44"
"143","https://www.althingi.is/altext/143/f045.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=45"
"143","https://www.althingi.is/altext/143/f046.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=46"
"143","https://www.althingi.is/altext/143/f047.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=47"
"143","https://www.althingi.is/altext/143/f048.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=48"
"143","https://www.althingi.is/altext/143/f049.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=49"
"143","https://www.althingi.is/altext/143/f050.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=50"
"143","https://www.althingi.is/altext/143/f051.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=51"
"143","https://www.althingi.is/altext/143/f052.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=52"
"143","https://www.althingi.is/altext/143/f053.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=53"
"143","https://www.althingi.is/altext/143/f054.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=54"
"143","https://www.althingi.is/altext/143/f055.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=55"
"143","https://www.althingi.is/altext/143/f056.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=56"
"143","https://www.althingi.is/altext/143/f057.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=57"
"143","https://www.althingi.is/altext/143/f058.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=58"
"143","https://www.althingi.is/altext/143/f059.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=59"
"143","https://www.althingi.is/altext/143/f060.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=60"
"143","https://www.althingi.is/altext/143/f061.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=61"
"143","https://www.althingi.is/altext/143/f062.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=62"
"143","https://www.althingi.is/altext/143/f063.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=63"
"143","https://www.althingi.is/altext/143/f064.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=64"
"143","https://www.althingi.is/altext/143/f065.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=65"
"143","https://www.althingi.is/altext/143/f066.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=66"
"143","https://www.althingi.is/altext/143/f067.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=67"
"143","https://www.althingi.is/altext/143/f068.sgml","https://www.althingi.is/altext/upptokur/thingfundur/?lthing=143&fundnr=68"
