session_url,entry_id,partner_id,ui_config_id,widget_id,src_url,flavor_id,direct_m3u8_url,timestamp
https://www.ft.dk/aktuelt/webtv/video/20101/salen/100.aspx,1_386tvr7d,2158211,41051291,_2158211,https://cdnapisec.kaltura.com/p/2158211/sp/215821100/playManifest/entryId/1_386tvr7d/flavorId/1_5yu4idn4/format/url/protocol/https/a.mp3?referrer=aHR0cHM6Ly9tb2JpbHR2LmZ0LmRr&playSessionId=7183287c-6ef7-eba4-cd15-560c887f37fa&clientTag=html5:v2.101&uiConfId=41051291,1_5yu4idn4,https://cdnapisec.kaltura.com/p/2158211/sp/215821100/playManifest/entryId/1_386tvr7d/flavorIds/1_5yu4idn4/format/applehttp/protocol/https/a.m3u8,2024-12-19 13:09:10
