cycle,legislation,session_number,session_title,session_date,link_to_session
11,1,75,Reunião N.º 75 (01/07/2010),01/07/2010,https://av.parlamento.pt/videos/Plenary/11/1/75
11,1,74,Reunião N.º 74 (30/06/2010),30/06/2010,https://av.parlamento.pt/videos/Plenary/11/1/74
11,1,73,Reunião N.º 73 (25/06/2010),25/06/2010,https://av.parlamento.pt/videos/Plenary/11/1/73
11,1,72,Reunião N.º 72 (24/06/2010),24/06/2010,https://av.parlamento.pt/videos/Plenary/11/1/72
11,1,71,Reunião N.º 71 (23/06/2010),23/06/2010,https://av.parlamento.pt/videos/Plenary/11/1/71
11,1,70,Reunião N.º 70 (18/06/2010),18/06/2010,https://av.parlamento.pt/videos/Plenary/11/1/70
11,1,69,Reunião N.º 69 (17/06/2010),17/06/2010,https://av.parlamento.pt/videos/Plenary/11/1/69
11,1,68,Reunião N.º 68 (16/06/2010),16/06/2010,https://av.parlamento.pt/videos/Plenary/11/1/68
11,1,67,Reunião N.º 67 (11/06/2010),11/06/2010,https://av.parlamento.pt/videos/Plenary/11/1/67
11,1,66,Reunião N.º 66 (09/06/2010),09/06/2010,https://av.parlamento.pt/videos/Plenary/11/1/66
11,1,65,Reunião N.º 65 (04/06/2010),04/06/2010,https://av.parlamento.pt/videos/Plenary/11/1/65
11,1,64,Reunião N.º 64 (02/06/2010),02/06/2010,https://av.parlamento.pt/videos/Plenary/11/1/64
11,1,63,Reunião N.º 63 (28/05/2010),28/05/2010,https://av.parlamento.pt/videos/Plenary/11/1/63
11,1,62,Reunião N.º 62 (27/05/2010),27/05/2010,https://av.parlamento.pt/videos/Plenary/11/1/62
11,1,61,Reunião N.º 61 (26/05/2010),26/05/2010,https://av.parlamento.pt/videos/Plenary/11/1/61
11,1,60,Reunião N.º 60 (21/05/2010),21/05/2010,https://av.parlamento.pt/videos/Plenary/11/1/60
11,1,59,Reunião N.º 59 (20/05/2010),20/05/2010,https://av.parlamento.pt/videos/Plenary/11/1/59
11,1,58,Reunião N.º 58 (19/05/2010),19/05/2010,https://av.parlamento.pt/videos/Plenary/11/1/58
11,1,57,Reunião N.º 57 (14/05/2010),14/05/2010,https://av.parlamento.pt/videos/Plenary/11/1/57
11,1,56,Reunião N.º 56 (12/05/2010),12/05/2010,https://av.parlamento.pt/videos/Plenary/11/1/56
11,1,55,Reunião N.º 55 (07/05/2010),07/05/2010,https://av.parlamento.pt/videos/Plenary/11/1/55
11,1,54,Reunião N.º 54 (06/05/2010),06/05/2010,https://av.parlamento.pt/videos/Plenary/11/1/54
11,1,53,Reunião N.º 53 (05/05/2010),05/05/2010,https://av.parlamento.pt/videos/Plenary/11/1/53
11,1,52,Reunião N.º 52 (30/04/2010),30/04/2010,https://av.parlamento.pt/videos/Plenary/11/1/52
11,1,51,Reunião N.º 51 (29/04/2010),29/04/2010,https://av.parlamento.pt/videos/Plenary/11/1/51
11,1,50,Reunião N.º 50 (25/04/2010),25/04/2010,https://av.parlamento.pt/videos/Plenary/11/1/50
11,1,49,Reunião N.º 49 (23/04/2010),23/04/2010,https://av.parlamento.pt/videos/Plenary/11/1/49
11,1,48,Reunião N.º 48 (22/04/2010),22/04/2010,https://av.parlamento.pt/videos/Plenary/11/1/48
11,1,47,Reunião N.º 47 (21/04/2010),21/04/2010,https://av.parlamento.pt/videos/Plenary/11/1/47
11,1,46,Reunião N.º 46 (16/04/2010),16/04/2010,https://av.parlamento.pt/videos/Plenary/11/1/46
11,1,45,Reunião N.º 45 (15/04/2010),15/04/2010,https://av.parlamento.pt/videos/Plenary/11/1/45
11,1,44,Reunião N.º 44 (14/04/2010),14/04/2010,https://av.parlamento.pt/videos/Plenary/11/1/44
11,1,43,Reunião N.º 43 (08/04/2010),08/04/2010,https://av.parlamento.pt/videos/Plenary/11/1/43
11,1,42,Reunião N.º 42 (07/04/2010),07/04/2010,https://av.parlamento.pt/videos/Plenary/11/1/42
11,1,41,Reunião N.º 41 (31/03/2010),31/03/2010,https://av.parlamento.pt/videos/Plenary/11/1/41
11,1,40,Reunião N.º 40 (26/03/2010),26/03/2010,https://av.parlamento.pt/videos/Plenary/11/1/40
11,1,39,Reunião N.º 39 (25/03/2010),25/03/2010,https://av.parlamento.pt/videos/Plenary/11/1/39
11,1,38,Reunião N.º 38 (24/03/2010),24/03/2010,https://av.parlamento.pt/videos/Plenary/11/1/38
11,1,37,Reunião N.º 37 (19/03/2010),19/03/2010,https://av.parlamento.pt/videos/Plenary/11/1/37
11,1,36,Reunião N.º 36 (18/03/2010),18/03/2010,https://av.parlamento.pt/videos/Plenary/11/1/36
11,1,35,Reunião N.º 35 (17/03/2010),17/03/2010,https://av.parlamento.pt/videos/Plenary/11/1/35
11,1,34,Reunião N.º 34 (12/03/2010),12/03/2010,https://av.parlamento.pt/videos/Plenary/11/1/34
11,1,33,Reunião N.º 33 (11/03/2010),11/03/2010,https://av.parlamento.pt/videos/Plenary/11/1/33
11,1,32,Reunião N.º 32 (11/02/2010),11/02/2010,https://av.parlamento.pt/videos/Plenary/11/1/32
11,1,31,Reunião N.º 31 (10/02/2010),10/02/2010,https://av.parlamento.pt/videos/Plenary/11/1/31
11,1,30,Reunião N.º 30 (05/02/2010),05/02/2010,https://av.parlamento.pt/videos/Plenary/11/1/30
11,1,29,Reunião N.º 29 (04/02/2010),04/02/2010,https://av.parlamento.pt/videos/Plenary/11/1/29
11,1,28,Reunião N.º 28 (29/01/2010),29/01/2010,https://av.parlamento.pt/videos/Plenary/11/1/28
11,1,27,Reunião N.º 27 (28/01/2010),28/01/2010,https://av.parlamento.pt/videos/Plenary/11/1/27
11,1,26,Reunião N.º 26 (27/01/2010),27/01/2010,https://av.parlamento.pt/videos/Plenary/11/1/26
11,1,25,Reunião N.º 25 (22/01/2010),22/01/2010,https://av.parlamento.pt/videos/Plenary/11/1/25
11,1,24,Reunião N.º 24 (21/01/2010),21/01/2010,https://av.parlamento.pt/videos/Plenary/11/1/24
11,1,23,Reunião N.º 23 (20/01/2010),20/01/2010,https://av.parlamento.pt/videos/Plenary/11/1/23
11,1,22,Reunião N.º 22 (15/01/2010),15/01/2010,https://av.parlamento.pt/videos/Plenary/11/1/22
11,1,21,Reunião N.º 21 (14/01/2010),14/01/2010,https://av.parlamento.pt/videos/Plenary/11/1/21
11,1,20,Reunião N.º 20 (08/01/2010),08/01/2010,https://av.parlamento.pt/videos/Plenary/11/1/20
11,1,19,Reunião N.º 19 (07/01/2010),07/01/2010,https://av.parlamento.pt/videos/Plenary/11/1/19
11,1,18,Reunião N.º 18 (06/01/2010),06/01/2010,https://av.parlamento.pt/videos/Plenary/11/1/18
11,1,17,Reunião N.º 17 (22/12/2009),22/12/2009,https://av.parlamento.pt/videos/Plenary/11/1/17
11,1,16,Reunião N.º 16 (18/12/2009),18/12/2009,https://av.parlamento.pt/videos/Plenary/11/1/16
11,1,15,Reunião N.º 15 (17/12/2009),17/12/2009,https://av.parlamento.pt/videos/Plenary/11/1/15
11,1,14,Reunião N.º 14 (11/12/2009),11/12/2009,https://av.parlamento.pt/videos/Plenary/11/1/14
11,1,13,Reunião N.º 13 (10/12/2009),10/12/2009,https://av.parlamento.pt/videos/Plenary/11/1/13
11,1,12,Reunião N.º 12 (04/12/2009),04/12/2009,https://av.parlamento.pt/videos/Plenary/11/1/12
11,1,11,Reunião N.º 11 (03/12/2009),03/12/2009,https://av.parlamento.pt/videos/Plenary/11/1/11
11,1,10,Reunião N.º 10 (27/11/2009),27/11/2009,https://av.parlamento.pt/videos/Plenary/11/1/10
11,1,9,Reunião N.º 9 (26/11/2009),26/11/2009,https://av.parlamento.pt/videos/Plenary/11/1/9
11,1,8,Reunião N.º 8 (25/11/2009),25/11/2009,https://av.parlamento.pt/videos/Plenary/11/1/8
11,1,7,Reunião N.º 7 (20/11/2009),20/11/2009,https://av.parlamento.pt/videos/Plenary/11/1/7
11,1,6,Reunião N.º 6 (19/11/2009),19/11/2009,https://av.parlamento.pt/videos/Plenary/11/1/6
11,1,5,Reunião N.º 5 (18/11/2009),18/11/2009,https://av.parlamento.pt/videos/Plenary/11/1/5
11,1,4,Reunião N.º 4 (11/11/2009),11/11/2009,https://av.parlamento.pt/videos/Plenary/11/1/4
11,1,3,Reunião N.º 3 (06/11/2009),06/11/2009,https://av.parlamento.pt/videos/Plenary/11/1/3
11,1,2,Reunião N.º 2 (05/11/2009),05/11/2009,https://av.parlamento.pt/videos/Plenary/11/1/2
11,1,1,Reunião N.º 1 (15/10/2009),15/10/2009,https://av.parlamento.pt/videos/Plenary/11/1/1
11,2,75,Reunião N.º 75 (19/05/2011),19/05/2011,https://av.parlamento.pt/videos/Plenary/11/2/75
11,2,74,Reunião N.º 74 (05/05/2011),05/05/2011,https://av.parlamento.pt/videos/Plenary/11/2/74
11,2,73,Reunião N.º 73 (20/04/2011),20/04/2011,https://av.parlamento.pt/videos/Plenary/11/2/73
11,2,72,Reunião N.º 72 (06/04/2011),06/04/2011,https://av.parlamento.pt/videos/Plenary/11/2/72
11,2,71,Reunião N.º 71 (31/03/2011),31/03/2011,https://av.parlamento.pt/videos/Plenary/11/2/71
11,2,70,Reunião N.º 70 (30/03/2011),30/03/2011,https://av.parlamento.pt/videos/Plenary/11/2/70
11,2,69,Reunião N.º 69 (25/03/2011),25/03/2011,https://av.parlamento.pt/videos/Plenary/11/2/69
11,2,68,Reunião N.º 68 (24/03/2011),24/03/2011,https://av.parlamento.pt/videos/Plenary/11/2/68
11,2,67,Reunião N.º 67 (23/03/2011),23/03/2011,https://av.parlamento.pt/videos/Plenary/11/2/67
11,2,66,Reunião N.º 66 (18/03/2011),18/03/2011,https://av.parlamento.pt/videos/Plenary/11/2/66
11,2,65,Reunião N.º 65 (17/03/2011),17/03/2011,https://av.parlamento.pt/videos/Plenary/11/2/65
11,2,64,Reunião N.º 64 (16/03/2011),16/03/2011,https://av.parlamento.pt/videos/Plenary/11/2/64
11,2,63,Reunião N.º 63 (11/03/2011),11/03/2011,https://av.parlamento.pt/videos/Plenary/11/2/63
11,2,62,Reunião N.º 62 (10/03/2011),10/03/2011,https://av.parlamento.pt/videos/Plenary/11/2/62
11,2,61,Reunião N.º 61 (09/03/2011),09/03/2011,https://av.parlamento.pt/videos/Plenary/11/2/61
11,2,60,Reunião N.º 60 (04/03/2011),04/03/2011,https://av.parlamento.pt/videos/Plenary/11/2/60
11,2,59,Reunião N.º 59 (03/03/2011),03/03/2011,https://av.parlamento.pt/videos/Plenary/11/2/59
11,2,58,Reunião N.º 58 (02/03/2011),02/03/2011,https://av.parlamento.pt/videos/Plenary/11/2/58
11,2,57,Reunião N.º 57 (25/02/2011),25/02/2011,https://av.parlamento.pt/videos/Plenary/11/2/57
11,2,56,Reunião N.º 56 (24/02/2011),24/02/2011,https://av.parlamento.pt/videos/Plenary/11/2/56
11,2,55,Reunião N.º 55 (23/02/2011),23/02/2011,https://av.parlamento.pt/videos/Plenary/11/2/55
11,2,54,Reunião N.º 54 (18/02/2011),18/02/2011,https://av.parlamento.pt/videos/Plenary/11/2/54
11,2,53,Reunião N.º 53 (17/02/2011),17/02/2011,https://av.parlamento.pt/videos/Plenary/11/2/53
11,2,52,Reunião N.º 52 (16/02/2011),16/02/2011,https://av.parlamento.pt/videos/Plenary/11/2/52
11,2,51,Reunião N.º 51 (11/02/2011),11/02/2011,https://av.parlamento.pt/videos/Plenary/11/2/51
11,2,50,Reunião N.º 50 (10/02/2011),10/02/2011,https://av.parlamento.pt/videos/Plenary/11/2/50
11,2,49,Reunião N.º 49 (09/02/2011),09/02/2011,https://av.parlamento.pt/videos/Plenary/11/2/49
11,2,48,Reunião N.º 48 (04/02/2011),04/02/2011,https://av.parlamento.pt/videos/Plenary/11/2/48
11,2,47,Reunião N.º 47 (03/02/2011),03/02/2011,https://av.parlamento.pt/videos/Plenary/11/2/47
11,2,46,Reunião N.º 46 (02/02/2011),02/02/2011,https://av.parlamento.pt/videos/Plenary/11/2/46
11,2,45,Reunião N.º 45 (28/01/2011),28/01/2011,https://av.parlamento.pt/videos/Plenary/11/2/45
11,2,44,Reunião N.º 44 (27/01/2011),27/01/2011,https://av.parlamento.pt/videos/Plenary/11/2/44
11,2,43,Reunião N.º 43 (26/01/2011),26/01/2011,https://av.parlamento.pt/videos/Plenary/11/2/43
11,2,42,Reunião N.º 42 (21/01/2011),21/01/2011,https://av.parlamento.pt/videos/Plenary/11/2/42
11,2,41,Reunião N.º 41 (20/01/2011),20/01/2011,https://av.parlamento.pt/videos/Plenary/11/2/41
11,2,40,Reunião N.º 40 (19/01/2011),19/01/2011,https://av.parlamento.pt/videos/Plenary/11/2/40
11,2,39,Reunião N.º 39 (14/01/2011),14/01/2011,https://av.parlamento.pt/videos/Plenary/11/2/39
11,2,38,Reunião N.º 38 (13/01/2011),13/01/2011,https://av.parlamento.pt/videos/Plenary/11/2/38
11,2,37,Reunião N.º 37 (12/01/2011),12/01/2011,https://av.parlamento.pt/videos/Plenary/11/2/37
11,2,36,Reunião N.º 36 (07/01/2011),07/01/2011,https://av.parlamento.pt/videos/Plenary/11/2/36
11,2,35,Reunião N.º 35 (06/01/2011),06/01/2011,https://av.parlamento.pt/videos/Plenary/11/2/35
11,2,34,Reunião N.º 34 (05/01/2011),05/01/2011,https://av.parlamento.pt/videos/Plenary/11/2/34
11,2,33,Reunião N.º 33 (22/12/2010),22/12/2010,https://av.parlamento.pt/videos/Plenary/11/2/33
11,2,32,Reunião N.º 32 (21/12/2010),21/12/2010,https://av.parlamento.pt/videos/Plenary/11/2/32
11,2,31,Reunião N.º 31 (15/12/2010),15/12/2010,https://av.parlamento.pt/videos/Plenary/11/2/31
11,2,30,Reunião N.º 30 (14/12/2010),14/12/2010,https://av.parlamento.pt/videos/Plenary/11/2/30
11,2,29,Reunião N.º 29 (10/12/2010),10/12/2010,https://av.parlamento.pt/videos/Plenary/11/2/29
11,2,28,Reunião N.º 28 (09/12/2010),09/12/2010,https://av.parlamento.pt/videos/Plenary/11/2/28
11,2,27,Reunião N.º 27 (03/12/2010),03/12/2010,https://av.parlamento.pt/videos/Plenary/11/2/27
11,2,26,Reunião N.º 26 (02/12/2010),02/12/2010,https://av.parlamento.pt/videos/Plenary/11/2/26
11,2,25,Reunião N.º 25 (26/11/2010),26/11/2010,https://av.parlamento.pt/videos/Plenary/11/2/25
11,2,24,Reunião N.º 24 (25/11/2010),25/11/2010,https://av.parlamento.pt/videos/Plenary/11/2/24
11,2,23,Reunião N.º 23 (24/11/2010),24/11/2010,https://av.parlamento.pt/videos/Plenary/11/2/23
11,2,22,Reunião N.º 22 (23/11/2010),23/11/2010,https://av.parlamento.pt/videos/Plenary/11/2/22
11,2,21,Reunião N.º 21 (03/11/2010),03/11/2010,https://av.parlamento.pt/videos/Plenary/11/2/21
11,2,20,Reunião N.º 20 (02/11/2010),02/11/2010,https://av.parlamento.pt/videos/Plenary/11/2/20
11,2,19,Reunião N.º 19 (29/10/2010),29/10/2010,https://av.parlamento.pt/videos/Plenary/11/2/19
11,2,18,Reunião N.º 18 (22/10/2010),22/10/2010,https://av.parlamento.pt/videos/Plenary/11/2/18
11,2,17,Reunião N.º 17 (21/10/2010),21/10/2010,https://av.parlamento.pt/videos/Plenary/11/2/17
11,2,16,Reunião N.º 16 (20/10/2010),20/10/2010,https://av.parlamento.pt/videos/Plenary/11/2/16
11,2,15,Reunião N.º 15 (15/10/2010),15/10/2010,https://av.parlamento.pt/videos/Plenary/11/2/15
11,2,14,Reunião N.º 14 (14/10/2010),14/10/2010,https://av.parlamento.pt/videos/Plenary/11/2/14
11,2,13,Reunião N.º 13 (13/10/2010),13/10/2010,https://av.parlamento.pt/videos/Plenary/11/2/13
11,2,12,Reunião N.º 12 (08/10/2010),08/10/2010,https://av.parlamento.pt/videos/Plenary/11/2/12
11,2,11,Reunião N.º 11 (07/10/2010),07/10/2010,https://av.parlamento.pt/videos/Plenary/11/2/11
11,2,10,Reunião N.º 10 (06/10/2010),06/10/2010,https://av.parlamento.pt/videos/Plenary/11/2/10
11,2,9,Reunião N.º 9 (01/10/2010),01/10/2010,https://av.parlamento.pt/videos/Plenary/11/2/9
11,2,8,Reunião N.º 8 (30/09/2010),30/09/2010,https://av.parlamento.pt/videos/Plenary/11/2/8
11,2,7,Reunião N.º 7 (29/09/2010),29/09/2010,https://av.parlamento.pt/videos/Plenary/11/2/7
11,2,6,Reunião N.º 6 (24/09/2010),24/09/2010,https://av.parlamento.pt/videos/Plenary/11/2/6
11,2,5,Reunião N.º 5 (23/09/2010),23/09/2010,https://av.parlamento.pt/videos/Plenary/11/2/5
11,2,4,Reunião N.º 4 (22/09/2010),22/09/2010,https://av.parlamento.pt/videos/Plenary/11/2/4
11,2,3,Reunião N.º 3 (17/09/2010),17/09/2010,https://av.parlamento.pt/videos/Plenary/11/2/3
11,2,2,Reunião N.º 2 (16/09/2010),16/09/2010,https://av.parlamento.pt/videos/Plenary/11/2/2
11,2,1,Reunião N.º 1 (15/09/2010),15/09/2010,https://av.parlamento.pt/videos/Plenary/11/2/1
12,1,136,Reunião N.º 136 (12/09/2012),12/09/2012,https://av.parlamento.pt/videos/Plenary/12/1/136
12,1,135,Reunião N.º 135 (25/07/2012),25/07/2012,https://av.parlamento.pt/videos/Plenary/12/1/135
12,1,134,Reunião N.º 134 (13/07/2012),13/07/2012,https://av.parlamento.pt/videos/Plenary/12/1/134
12,1,133,Reunião N.º 133 (12/07/2012),12/07/2012,https://av.parlamento.pt/videos/Plenary/12/1/133
12,1,132,Reunião N.º 132 (11/07/2012),11/07/2012,https://av.parlamento.pt/videos/Plenary/12/1/132
12,1,131,Reunião N.º 131 (06/07/2012),06/07/2012,https://av.parlamento.pt/videos/Plenary/12/1/131
12,1,130,Reunião N.º 130 (05/07/2012),05/07/2012,https://av.parlamento.pt/videos/Plenary/12/1/130
12,1,129,Reunião N.º 129 (04/07/2012),04/07/2012,https://av.parlamento.pt/videos/Plenary/12/1/129
12,1,128,Reunião N.º 128 (29/06/2012),29/06/2012,https://av.parlamento.pt/videos/Plenary/12/1/128
12,1,127,Reunião N.º 127 (28/06/2012),28/06/2012,https://av.parlamento.pt/videos/Plenary/12/1/127
12,1,126,Reunião N.º 126 (27/06/2012),27/06/2012,https://av.parlamento.pt/videos/Plenary/12/1/126
12,1,125,Reunião N.º 125 (25/06/2012),25/06/2012,https://av.parlamento.pt/videos/Plenary/12/1/125
12,1,124,Reunião N.º 124 (22/06/2012),22/06/2012,https://av.parlamento.pt/videos/Plenary/12/1/124
12,1,123,Reunião N.º 123 (21/06/2012),21/06/2012,https://av.parlamento.pt/videos/Plenary/12/1/123
12,1,122,Reunião N.º 122 (20/06/2012),20/06/2012,https://av.parlamento.pt/videos/Plenary/12/1/122
12,1,121,Reunião N.º 121 (15/06/2012),15/06/2012,https://av.parlamento.pt/videos/Plenary/12/1/121
12,1,120,Reunião N.º 120 (14/06/2012),14/06/2012,https://av.parlamento.pt/videos/Plenary/12/1/120
12,1,119,Reunião N.º 119 (08/06/2012),08/06/2012,https://av.parlamento.pt/videos/Plenary/12/1/119
12,1,118,Reunião N.º 118 (06/06/2012),06/06/2012,https://av.parlamento.pt/videos/Plenary/12/1/118
12,1,117,Reunião N.º 117 (01/06/2012),01/06/2012,https://av.parlamento.pt/videos/Plenary/12/1/117
12,1,116,Reunião N.º 116 (31/05/2012),31/05/2012,https://av.parlamento.pt/videos/Plenary/12/1/116
12,1,115,Reunião N.º 115 (30/05/2012),30/05/2012,https://av.parlamento.pt/videos/Plenary/12/1/115
12,1,114,Reunião N.º 114 (25/05/2012),25/05/2012,https://av.parlamento.pt/videos/Plenary/12/1/114
12,1,113,Reunião N.º 113 (24/05/2012),24/05/2012,https://av.parlamento.pt/videos/Plenary/12/1/113
12,1,112,Reunião N.º 112 (23/05/2012),23/05/2012,https://av.parlamento.pt/videos/Plenary/12/1/112
12,1,111,Reunião N.º 111 (18/05/2012),18/05/2012,https://av.parlamento.pt/videos/Plenary/12/1/111
12,1,110,Reunião N.º 110 (17/05/2012),17/05/2012,https://av.parlamento.pt/videos/Plenary/12/1/110
12,1,109,Reunião N.º 109 (16/05/2012),16/05/2012,https://av.parlamento.pt/videos/Plenary/12/1/109
12,1,108,Reunião N.º 108 (11/05/2012),11/05/2012,https://av.parlamento.pt/videos/Plenary/12/1/108
12,1,107,Reunião N.º 107 (10/05/2012),10/05/2012,https://av.parlamento.pt/videos/Plenary/12/1/107
12,1,106,Reunião N.º 106 (09/05/2012),09/05/2012,https://av.parlamento.pt/videos/Plenary/12/1/106
12,1,105,Reunião N.º 105 (04/05/2012),04/05/2012,https://av.parlamento.pt/videos/Plenary/12/1/105
12,1,104,Reunião N.º 104 (03/05/2012),03/05/2012,https://av.parlamento.pt/videos/Plenary/12/1/104
12,1,103,Reunião N.º 103 (02/05/2012),02/05/2012,https://av.parlamento.pt/videos/Plenary/12/1/103
12,1,102,Reunião N.º 102 (27/04/2012),27/04/2012,https://av.parlamento.pt/videos/Plenary/12/1/102
12,1,101,Reunião N.º 101 (26/04/2012),26/04/2012,https://av.parlamento.pt/videos/Plenary/12/1/101
12,1,100,Reunião N.º 100 (25/04/2012),25/04/2012,https://av.parlamento.pt/videos/Plenary/12/1/100
12,1,99,Reunião N.º 99 (20/04/2012),20/04/2012,https://av.parlamento.pt/videos/Plenary/12/1/99
12,1,98,Reunião N.º 98 (19/04/2012),19/04/2012,https://av.parlamento.pt/videos/Plenary/12/1/98
12,1,97,Reunião N.º 97 (18/04/2012),18/04/2012,https://av.parlamento.pt/videos/Plenary/12/1/97
12,1,96,Reunião N.º 96 (13/04/2012),13/04/2012,https://av.parlamento.pt/videos/Plenary/12/1/96
12,1,95,Reunião N.º 95 (12/04/2012),12/04/2012,https://av.parlamento.pt/videos/Plenary/12/1/95
12,1,94,Reunião N.º 94 (11/04/2012),11/04/2012,https://av.parlamento.pt/videos/Plenary/12/1/94
12,1,93,Reunião N.º 93 (05/04/2012),05/04/2012,https://av.parlamento.pt/videos/Plenary/12/1/93
12,1,92,Reunião N.º 92 (04/04/2012),04/04/2012,https://av.parlamento.pt/videos/Plenary/12/1/92
12,1,91,Reunião N.º 91 (30/03/2012),30/03/2012,https://av.parlamento.pt/videos/Plenary/12/1/91
12,1,90,Reunião N.º 90 (29/03/2012),29/03/2012,https://av.parlamento.pt/videos/Plenary/12/1/90
12,1,89,Reunião N.º 89 (28/03/2012),28/03/2012,https://av.parlamento.pt/videos/Plenary/12/1/89
12,1,88,Reunião N.º 88 (22/03/2012),22/03/2012,https://av.parlamento.pt/videos/Plenary/12/1/88
12,1,87,Reunião N.º 87 (21/03/2012),21/03/2012,https://av.parlamento.pt/videos/Plenary/12/1/87
12,1,86,Reunião N.º 86 (16/03/2012),16/03/2012,https://av.parlamento.pt/videos/Plenary/12/1/86
12,1,85,Reunião N.º 85 (15/03/2012),15/03/2012,https://av.parlamento.pt/videos/Plenary/12/1/85
12,1,84,Reunião N.º 84 (14/03/2012),14/03/2012,https://av.parlamento.pt/videos/Plenary/12/1/84
12,1,83,Reunião N.º 83 (09/03/2012),09/03/2012,https://av.parlamento.pt/videos/Plenary/12/1/83
12,1,82,Reunião N.º 82 (08/03/2012),08/03/2012,https://av.parlamento.pt/videos/Plenary/12/1/82
12,1,81,Reunião N.º 81 (07/03/2012),07/03/2012,https://av.parlamento.pt/videos/Plenary/12/1/81
12,1,80,Reunião N.º 80 (02/03/2012),02/03/2012,https://av.parlamento.pt/videos/Plenary/12/1/80
12,1,79,Reunião N.º 79 (01/03/2012),01/03/2012,https://av.parlamento.pt/videos/Plenary/12/1/79
12,1,78,Reunião N.º 78 (29/02/2012),29/02/2012,https://av.parlamento.pt/videos/Plenary/12/1/78
12,1,77,Reunião N.º 77 (24/02/2012),24/02/2012,https://av.parlamento.pt/videos/Plenary/12/1/77
12,1,76,Reunião N.º 76 (23/02/2012),23/02/2012,https://av.parlamento.pt/videos/Plenary/12/1/76
12,1,75,Reunião N.º 75 (22/02/2012),22/02/2012,https://av.parlamento.pt/videos/Plenary/12/1/75
12,1,74,Reunião N.º 74 (17/02/2012),17/02/2012,https://av.parlamento.pt/videos/Plenary/12/1/74
12,1,73,Reunião N.º 73 (16/02/2012),16/02/2012,https://av.parlamento.pt/videos/Plenary/12/1/73
12,1,72,Reunião N.º 72 (15/02/2012),15/02/2012,https://av.parlamento.pt/videos/Plenary/12/1/72
12,1,71,Reunião N.º 71 (10/02/2012),10/02/2012,https://av.parlamento.pt/videos/Plenary/12/1/71
12,1,70,Reunião N.º 70 (09/02/2012),09/02/2012,https://av.parlamento.pt/videos/Plenary/12/1/70
12,1,69,Reunião N.º 69 (08/02/2012),08/02/2012,https://av.parlamento.pt/videos/Plenary/12/1/69
12,1,68,Reunião N.º 68 (03/02/2012),03/02/2012,https://av.parlamento.pt/videos/Plenary/12/1/68
12,1,67,Reunião N.º 67 (02/02/2012),02/02/2012,https://av.parlamento.pt/videos/Plenary/12/1/67
12,1,66,Reunião N.º 66 (01/02/2012),01/02/2012,https://av.parlamento.pt/videos/Plenary/12/1/66
12,1,65,Reunião N.º 65 (27/01/2012),27/01/2012,https://av.parlamento.pt/videos/Plenary/12/1/65
12,1,64,Reunião N.º 64 (26/01/2012),26/01/2012,https://av.parlamento.pt/videos/Plenary/12/1/64
12,1,63,Reunião N.º 63 (25/01/2012),25/01/2012,https://av.parlamento.pt/videos/Plenary/12/1/63
12,1,62,Reunião N.º 62 (20/01/2012),20/01/2012,https://av.parlamento.pt/videos/Plenary/12/1/62
12,1,61,Reunião N.º 61 (19/01/2012),19/01/2012,https://av.parlamento.pt/videos/Plenary/12/1/61
12,1,60,Reunião N.º 60 (18/01/2012),18/01/2012,https://av.parlamento.pt/videos/Plenary/12/1/60
12,1,59,Reunião N.º 59 (13/01/2012),13/01/2012,https://av.parlamento.pt/videos/Plenary/12/1/59
12,1,58,Reunião N.º 58 (12/01/2012),12/01/2012,https://av.parlamento.pt/videos/Plenary/12/1/58
12,1,57,Reunião N.º 57 (11/01/2012),11/01/2012,https://av.parlamento.pt/videos/Plenary/12/1/57
12,1,56,Reunião N.º 56 (06/01/2012),06/01/2012,https://av.parlamento.pt/videos/Plenary/12/1/56
12,1,55,Reunião N.º 55 (05/01/2012),05/01/2012,https://av.parlamento.pt/videos/Plenary/12/1/55
12,1,54,Reunião N.º 54 (04/01/2012),04/01/2012,https://av.parlamento.pt/videos/Plenary/12/1/54
12,1,53,Reunião N.º 53 (22/12/2011),22/12/2011,https://av.parlamento.pt/videos/Plenary/12/1/53
12,1,52,Reunião N.º 52 (21/12/2011),21/12/2011,https://av.parlamento.pt/videos/Plenary/12/1/52
12,1,51,Reunião N.º 51 (16/12/2011),16/12/2011,https://av.parlamento.pt/videos/Plenary/12/1/51
12,1,50,Reunião N.º 50 (15/12/2011),15/12/2011,https://av.parlamento.pt/videos/Plenary/12/1/50
12,1,49,Reunião N.º 49 (14/12/2011),14/12/2011,https://av.parlamento.pt/videos/Plenary/12/1/49
12,1,48,Reunião N.º 48 (09/12/2011),09/12/2011,https://av.parlamento.pt/videos/Plenary/12/1/48
12,1,47,Reunião N.º 47 (07/12/2011),07/12/2011,https://av.parlamento.pt/videos/Plenary/12/1/47
12,1,46,Reunião N.º 46 (02/12/2011),02/12/2011,https://av.parlamento.pt/videos/Plenary/12/1/46
12,1,45,Reunião N.º 45 (30/11/2011),30/11/2011,https://av.parlamento.pt/videos/Plenary/12/1/45
12,1,44,Reunião N.º 44 (29/11/2011),29/11/2011,https://av.parlamento.pt/videos/Plenary/12/1/44
12,1,43,Reunião N.º 43 (28/11/2011),28/11/2011,https://av.parlamento.pt/videos/Plenary/12/1/43
12,1,41,Reunião N.º 41 (25/11/2011),25/11/2011,https://av.parlamento.pt/videos/Plenary/12/1/41
