link,title,date,transcript_link,subtitles_link,mp4_links,514_mp4_truncated
https://www.bundestag.de/mediathek?videoid=2957562#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"17. Dezember 2013 
4. Sitzung vom 17.12.2013 17. Dezember 2013",17.12.2013,https://dipbt.bundestag.de/dip21/btp/18/18004.pdf#P.229,,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2957562/2957562_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2957562/2957562_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2957562/2957562_h264_512_288_514kb_baseline_de_514.mp4
https://www.bundestag.de/mediathek?videoid=3082078#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"29. Januar 2014 
10. Sitzung vom 29.01.2014 29. Januar 2014",29.01.2014,https://dipbt.bundestag.de/dip21/btp/18/18010.pdf#P.561,,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/3082078/3082078_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/3082078/3082078_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/3082078/3082078_h264_512_288_514kb_baseline_de_514.mp4
https://www.bundestag.de/mediathek?videoid=3043742#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"15. Januar 2014 
7. Sitzung vom 15.01.2014 15. Januar 2014",15.01.2014,https://dipbt.bundestag.de/dip21/btp/18/18007.pdf#P.331,,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/3043742/3043742_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/3043742/3043742_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/3043742/3043742_h264_512_288_514kb_baseline_de_514.mp4
https://www.bundestag.de/mediathek?videoid=2901681#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"28. November 2013 
3. Sitzung vom 28.11.2013 28. November 2013",28.11.2013,https://dipbt.bundestag.de/dip21/btp/18/18003.pdf#P.75,,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2901681/2901681_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2901681/2901681_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2901681/2901681_h264_512_288_514kb_baseline_de_514.mp4
https://www.bundestag.de/mediathek?videoid=2963383#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"19. Dezember 2013 
6. Sitzung vom 19.12.2013 19. Dezember 2013",19.12.2013,https://dipbt.bundestag.de/dip21/btp/18/18006.pdf#P.279,,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2963383/2963383_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2963383/2963383_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2963383/2963383_h264_512_288_514kb_baseline_de_514.mp4
https://www.bundestag.de/mediathek?videoid=2873242#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"18. November 2013 
2. Sitzung vom 18.11.2013 18. November 2013",18.11.2013,https://dipbt.bundestag.de/dip21/btp/18/18002.pdf#P.23,,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2873242/2873242_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2873242/2873242_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2873242/2873242_h264_512_288_514kb_baseline_de_514.mp4
https://www.bundestag.de/mediathek?videoid=2478144#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"27. Juni 2013 
250. Sitzung vom 27.06.2013 27. Juni 2013",27.06.2013,https://dipbt.bundestag.de/dip21/btp/17/17250.pdf#P.31877,,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2478144/2478144_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2478144/2478144_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2478144/2478144_h264_512_288_514kb_baseline_de_514.mp4
https://www.bundestag.de/mediathek?videoid=2654167#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"3. September 2013 
253. Sitzung vom 03.09.2013 3. September 2013",03.09.2013,https://dipbt.bundestag.de/dip21/btp/17/17253.pdf#P.32615,,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2654167/2654167_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2654167/2654167_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2654167/2654167_h264_512_288_514kb_baseline_de_514.mp4
https://www.bundestag.de/mediathek?videoid=2476930#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"26. Juni 2013 
249. Sitzung vom 26.06.2013 26. Juni 2013",26.06.2013,https://dipbt.bundestag.de/dip21/btp/17/17249.pdf#P.31817,,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2476930/2476930_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2476930/2476930_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2476930/2476930_h264_512_288_514kb_baseline_de_514.mp4
https://www.bundestag.de/mediathek?videoid=2435941#url=L21lZGlhdGhla292ZXJsYXk=&mod=mod536668,"13. Juni 2013 
246. Sitzung vom 13.06.2013 13. Juni 2013",13.06.2013,https://dipbt.bundestag.de/dip21/btp/17/17246.pdf#P.31259,,"['https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2435941/2435941_h264_720_400_2000kb_baseline_de_2192.mp4?fdl=1', 'https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2435941/2435941_h264_512_288_514kb_baseline_de_514.mp4?fdl=1']",https://cldf-od.r53.cdn.tv1.eu/1000153copo/ondemand/app144277506/145293313/2435941/2435941_h264_512_288_514kb_baseline_de_514.mp4
