transcript_id,processed_transcript_text_link,transcript_title,date,,video_id,mp4_video_link,video_title,merged_id
serbia_2016_44_20122019,https://otvoreniparlament.rs/transkript/7753,Deveta sednica Drugog redovnog zasedanja,20122019,,serbia_2016_172_20122019,http://217.26.67.44/filesnsrs/zasedanja/zas2019122010a.mp4,наставак Девете седнице Другог редовног заседања Народне скупштине Републике Србије у 2019. години 20.12.2019.,serbia_2016_44_20122019_serbia_2016_172_20122019
serbia_2016_44_20122019,https://otvoreniparlament.rs/transkript/7753,Deveta sednica Drugog redovnog zasedanja,20122019,,serbia_2016_173_20122019,http://217.26.67.44/filesnsrs/zasedanja/zas2019122010.mp4,наставак Девете седнице Другог редовног заседања Народне скупштине Републике Србије у 2019. години 20.12.2019.,serbia_2016_44_20122019_serbia_2016_173_20122019
serbia_2016_45_19122019,https://otvoreniparlament.rs/transkript/7752,Deveta sednica Drugog redovnog zasedanja,19122019,,serbia_2016_174_19122019,http://217.26.67.44/filesnsrs/zasedanja/zas2019121910c.mp4,наставак Девете седнице Другог редовног заседања Народне скупштине Републике Србије у 2019. години 19.12.2019.,serbia_2016_45_19122019_serbia_2016_174_19122019
serbia_2016_45_19122019,https://otvoreniparlament.rs/transkript/7752,Deveta sednica Drugog redovnog zasedanja,19122019,,serbia_2016_175_19122019,http://217.26.67.44/filesnsrs/zasedanja/zas2019121910b.mp4,наставак Девете седнице Другог редовног заседања Народне скупштине Републике Србије у 2019. години 19.12.2019.,serbia_2016_45_19122019_serbia_2016_175_19122019
serbia_2016_45_19122019,https://otvoreniparlament.rs/transkript/7752,Deveta sednica Drugog redovnog zasedanja,19122019,,serbia_2016_176_19122019,http://217.26.67.44/filesnsrs/zasedanja/zas2019121910a.mp4,наставак Девете седнице Другог редовног заседања Народне скупштине Републике Србије у 2019. години 19.12.2019.,serbia_2016_45_19122019_serbia_2016_176_19122019
serbia_2016_45_19122019,https://otvoreniparlament.rs/transkript/7752,Deveta sednica Drugog redovnog zasedanja,19122019,,serbia_2016_177_19122019,http://217.26.67.44/filesnsrs/zasedanja/zas2019121910.mp4,наставак Девете седнице Другог редовног заседања Народне скупштине Републике Србије у 2019. години 19.12.2019.,serbia_2016_45_19122019_serbia_2016_177_19122019
serbia_2016_46_18122019,https://otvoreniparlament.rs/transkript/7750,Deveta sednica Drugog redovnog zasedanja,18122019,,serbia_2016_178_18122019,http://217.26.67.44/filesnsrs/zasedanja/zas2019121810c.mp4,наставак Девете седнице Другог редовног заседања Народне скупштине Републике Србије у 2019. години 18.12.2019.,serbia_2016_46_18122019_serbia_2016_178_18122019
serbia_2016_46_18122019,https://otvoreniparlament.rs/transkript/7750,Deveta sednica Drugog redovnog zasedanja,18122019,,serbia_2016_179_18122019,http://217.26.67.44/filesnsrs/zasedanja/zas2019121810b.mp4,наставак Девете седнице Другог редовног заседања Народне скупштине Републике Србије у 2019. години 18.12.2019.,serbia_2016_46_18122019_serbia_2016_179_18122019
serbia_2016_46_18122019,https://otvoreniparlament.rs/transkript/7750,Deveta sednica Drugog redovnog zasedanja,18122019,,serbia_2016_180_18122019,http://217.26.67.44/filesnsrs/zasedanja/zas2019121810a.mp4,наставак Девете седнице Другог редовног заседања Народне скупштине Републике Србије у 2019. години 18.12.2019.,serbia_2016_46_18122019_serbia_2016_180_18122019
serbia_2016_46_18122019,https://otvoreniparlament.rs/transkript/7750,Deveta sednica Drugog redovnog zasedanja,18122019,,serbia_2016_181_18122019,http://217.26.67.44/filesnsrs/zasedanja/zas2019121810.mp4,наставак Девете седнице Другог редовног заседања Народне скупштине Републике Србије у 2019. години 18.12.2019.,serbia_2016_46_18122019_serbia_2016_181_18122019
serbia_2016_47_17122019,https://otvoreniparlament.rs/transkript/7749,Deveta sednica Drugog redovnog zasedanja,17122019,,serbia_2016_182_17122019,http://217.26.67.44/filesnsrs/zasedanja/zas2019121710c.mp4,наставак Девете седнице Другог редовног заседања Народне скупштине Републике Србије у 2019. години 17.12.2019.,serbia_2016_47_17122019_serbia_2016_182_17122019
