hls_stream,mp4_video,audio_stream
https://od-eu-w-1.videosync.fi/vod-hls/events/amlst:events/eduskunta/67488b286e85d9dc540a5e61/video/taysistunto_29112024_klo_13_2_stream1/playlist.m3u8,events/eduskunta/67488b286e85d9dc540a5e61/video/taysistunto_29112024_klo_13_2_stream1.mp4,https://od-eu-w-1.videosync.fi/vod-hls/events/mp4:events/eduskunta/67488b286e85d9dc540a5e61/video/taysistunto_29112024_klo_13_2_stream1/playlist.m3u8?wowzaaudioonly
