transcript_id,doc_link,docx_link,title
lithuania_2012_eilinė_4_1171_27032014,,https://e-seimas.lrs.lt/rs/legalact/TAK/0ac550c0b64c11e3b2cee015b961c954/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 130 (2014-03-27)
lithuania_2012_eilinė_4_1172_27032014,,https://e-seimas.lrs.lt/rs/legalact/TAK/27415060b66911e3b2cee015b961c954/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 131 (2014-03-27)
lithuania_2012_eilinė_4_1173_25032014,,https://e-seimas.lrs.lt/rs/legalact/TAK/132a2bc0b42411e3b2cee015b961c954/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 128 (2014-03-25)
lithuania_2012_eilinė_4_1174_25032014,,https://e-seimas.lrs.lt/rs/legalact/TAK/2c692230b4d811e3b2cee015b961c954/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 129 (2014-03-25)
lithuania_2012_eilinė_4_1175_20032014,,https://e-seimas.lrs.lt/rs/legalact/TAK/87c85670b0cb11e3bf53dc70cf7669d9/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 126 (2014-03-20)
lithuania_2012_eilinė_4_1176_20032014,,https://e-seimas.lrs.lt/rs/legalact/TAK/f7dcbe20b0f211e3bf53dc70cf7669d9/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 127 (2014-03-20)
lithuania_2012_eilinė_4_1177_18032014,,https://e-seimas.lrs.lt/rs/legalact/TAK/562bc580af3a11e39054dc0fb3cb01ae/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 124 (2014-03-18)
lithuania_2012_eilinė_4_1178_18032014,,https://e-seimas.lrs.lt/rs/legalact/TAK/a2c34430af4f11e39054dc0fb3cb01ae/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 125 (2014-03-18)
lithuania_2012_eilinė_4_1179_13032014,,https://e-seimas.lrs.lt/rs/legalact/TAK/7ecc1380ab4a11e39054dc0fb3cb01ae/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 122 (2014-03-13)
lithuania_2012_eilinė_4_1180_13032014,,https://e-seimas.lrs.lt/rs/legalact/TAK/1e0d5f11ab6b11e39054dc0fb3cb01ae/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 123 (2014-03-13)
lithuania_2012_eilinė_4_1181_10032014,,https://e-seimas.lrs.lt/rs/legalact/TAK/1979ee00a9db11e3840c893be7eb3526/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 121 (2014-03-10)
lithuania_2012_neeilinė_1_1182_23012014,,https://e-seimas.lrs.lt/rs/legalact/TAK/8754909284da11e39d2dc0b0e08d5f21/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 120 (2014-01-23)
lithuania_2012_neeilinė_1_1183_21012014,,https://e-seimas.lrs.lt/rs/legalact/TAK/21298d82833a11e3905681b866d09f15/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 119 (2014-01-21)
lithuania_2012_eilinė_3_1184_23122013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.463352/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 118 (2013-12-23)
lithuania_2012_eilinė_3_1185_19122013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.462800/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 116 (2013-12-19)
lithuania_2012_eilinė_3_1186_19122013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.462912/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 117 (2013-12-19)
lithuania_2012_eilinė_3_1187_17122013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.462471/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 114 (2013-12-17)
lithuania_2012_eilinė_3_1188_12122013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.462027/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 112 (2013-12-12)
lithuania_2012_eilinė_3_1189_12122013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.462103/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 113 (2013-12-12)
lithuania_2012_eilinė_3_1190_10122013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.461793/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 110 (2013-12-10)
lithuania_2012_eilinė_3_1191_10122013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.461865/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 111 (2013-12-10)
lithuania_2012_eilinė_3_1192_05122013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.461495/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 108 (2013-12-05)
lithuania_2012_eilinė_3_1193_05122013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.461522/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 109 (2013-12-05)
lithuania_2012_eilinė_3_1194_03122013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.461156/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 106 (2013-12-03)
lithuania_2012_eilinė_3_1195_03122013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.461179/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 107 (2013-12-03)
lithuania_2012_eilinė_3_1196_26112013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.460661/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 104 (2013-11-26)
lithuania_2012_eilinė_3_1197_26112013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.460721/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 105 (2013-11-26)
lithuania_2012_eilinė_3_1198_21112013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.460336/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 102 (2013-11-21)
lithuania_2012_eilinė_3_1199_21112013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.460383/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 103 (2013-11-21)
lithuania_2012_eilinė_3_1200_19112013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.460185/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 101 (2013-11-19)
lithuania_2012_eilinė_3_1201_14112013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.459845/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 98 (2013-11-14)
lithuania_2012_eilinė_3_1202_14112013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.459872/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 99 (2013-11-14)
lithuania_2012_eilinė_3_1203_12112013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.459548/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 96 (2013-11-12)
lithuania_2012_eilinė_3_1204_12112013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.459660/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 97 (2013-11-12)
lithuania_2012_eilinė_3_1205_07112013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.459242/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 94 (2013-11-07)
lithuania_2012_eilinė_3_1206_07112013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.459287/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 95 (2013-11-07)
lithuania_2012_eilinė_3_1207_22102013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.458249/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 92 (2013-10-22)
lithuania_2012_eilinė_3_1208_22102013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.458261/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 93 (2013-10-22)
lithuania_2012_eilinė_3_1209_15102013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.457753/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 90 (2013-10-15)
lithuania_2012_eilinė_3_1210_15102013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.457799/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 91 (2013-10-15)
lithuania_2012_eilinė_3_1211_10102013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.457485/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 88 (2013-10-10)
lithuania_2012_eilinė_3_1212_10102013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.457514/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 89 (2013-10-10)
lithuania_2012_eilinė_3_1213_08102013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.457257/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 86 (2013-10-08)
lithuania_2012_eilinė_3_1214_08102013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.457278/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 87 (2013-10-08)
lithuania_2012_eilinė_3_1215_03102013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.457078/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 84 (2013-10-03)
lithuania_2012_eilinė_3_1216_03102013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.457098/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 85 (2013-10-03)
lithuania_2012_eilinė_3_1217_01102013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.456807/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 82 (2013-10-01)
lithuania_2012_eilinė_3_1218_01102013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.456827/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 83 (2013-10-01)
lithuania_2012_eilinė_3_1219_19092013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.456226/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 80 (2013-09-19)
lithuania_2012_eilinė_3_1220_19092013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.456251/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 81 (2013-09-19)
lithuania_2012_eilinė_3_1221_17092013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.455991/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 78 (2013-09-17)
lithuania_2012_eilinė_3_1222_17092013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.456049/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 79 (2013-09-17)
lithuania_2012_eilinė_3_1223_12092013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.455789/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 76 (2013-09-12)
lithuania_2012_eilinė_3_1224_12092013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.455814/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 77 (2013-09-12)
lithuania_2012_eilinė_3_1225_10092013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.455637/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 75 (2013-09-10)
lithuania_2012_eilinė_2_1226_04072013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.453058/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 74 (2013-07-04)
lithuania_2012_eilinė_2_1227_02072013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.452918/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 72 (2013-07-02)
lithuania_2012_eilinė_2_1228_02072013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.452924/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 73 (2013-07-02)
lithuania_2012_eilinė_2_1229_27062013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.452377/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 70 (2013-06-27)
lithuania_2012_eilinė_2_1230_27062013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.452473/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 71 (2013-06-27)
lithuania_2012_eilinė_2_1231_25062013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.451951/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 68 (2013-06-25)
lithuania_2012_eilinė_2_1232_25062013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.452120/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 69 (2013-06-25)
lithuania_2012_eilinė_2_1233_20062013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.451618/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 66 (2013-06-20)
lithuania_2012_eilinė_2_1234_20062013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.451797/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 67 (2013-06-20)
lithuania_2012_eilinė_2_1235_18062013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.451331/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 64 (2013-06-18)
lithuania_2012_eilinė_2_1236_18062013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.451379/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 65 (2013-06-18)
lithuania_2012_eilinė_2_1237_13062013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.451028/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 62 (2013-06-13)
lithuania_2012_eilinė_2_1238_13062013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.451057/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 63 (2013-06-13)
lithuania_2012_eilinė_2_1239_11062013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.450579/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 60 (2013-06-11)
lithuania_2012_eilinė_2_1240_11062013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.450850/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 61 (2013-06-11)
lithuania_2012_eilinė_2_1241_30052013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.449867/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 58 (2013-05-30)
lithuania_2012_eilinė_2_1242_30052013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.449875/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 59 (2013-05-30)
lithuania_2012_eilinė_2_1243_28052013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.449575/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 57 (2013-05-28)
lithuania_2012_eilinė_2_1244_23052013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.449247/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 55 (2013-05-23)
lithuania_2012_eilinė_2_1245_23052013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.449279/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 56 (2013-05-23)
lithuania_2012_eilinė_2_1246_21052013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.449060/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 54 (2013-05-21)
lithuania_2012_eilinė_2_1247_16052013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.448789/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 51 (2013-05-16)
lithuania_2012_eilinė_2_1248_16052013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.448880/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 52 (2013-05-16)
lithuania_2012_eilinė_2_1249_14052013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.448482/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 50 (2013-05-14)
lithuania_2012_eilinė_2_1250_09052013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.448173/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 48 (2013-05-09)
lithuania_2012_eilinė_2_1251_09052013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.448199/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 49 (2013-05-09)
lithuania_2012_eilinė_2_1252_07052013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.447843/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 46 (2013-05-07)
lithuania_2012_eilinė_2_1253_07052013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.447855/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 47 (2013-05-07)
lithuania_2012_eilinė_2_1254_25042013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.447251/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 44 (2013-04-25)
lithuania_2012_eilinė_2_1255_25042013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.447294/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 45 (2013-04-25)
lithuania_2012_eilinė_2_1256_23042013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.447009/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 42 (2013-04-23)
lithuania_2012_eilinė_2_1257_23042013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.447053/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 43 (2013-04-23)
lithuania_2012_eilinė_2_1258_18042013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.446671/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 40 (2013-04-18)
lithuania_2012_eilinė_2_1259_18042013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.446776/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 41 (2013-04-18)
lithuania_2012_eilinė_2_1260_16042013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.446403/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 38 (2013-04-16)
lithuania_2012_eilinė_2_1261_16042013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.446492/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 39 (2013-04-16)
lithuania_2012_eilinė_2_1262_11042013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.446141/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 36 (2013-04-11)
lithuania_2012_eilinė_2_1263_11042013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.446192/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 37 (2013-04-11)
lithuania_2012_eilinė_2_1264_09042013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.445877/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 34 (2013-04-09)
lithuania_2012_eilinė_2_1265_09042013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.445918/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 35 (2013-04-09)
lithuania_2012_eilinė_2_1266_28032013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.445346/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 32 (2013-03-28)
lithuania_2012_eilinė_2_1267_28032013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.445397/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 33 (2013-03-28)
lithuania_2012_eilinė_2_1268_26032013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.445126/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 30 (2013-03-26)
lithuania_2012_eilinė_2_1269_26032013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.445166/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 31 (2013-03-26)
lithuania_2012_eilinė_2_1270_21032013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.444907/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 28 (2013-03-21)
lithuania_2012_eilinė_2_1271_21032013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.444924/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 29 (2013-03-21)
lithuania_2012_eilinė_2_1272_19032013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.444676/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 26 (2013-03-19)
lithuania_2012_eilinė_2_1273_19032013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.444683/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 27 (2013-03-19)
lithuania_2012_eilinė_2_1274_14032013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.444439/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 24 (2013-03-14)
lithuania_2012_eilinė_2_1275_14032013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.444443/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 25 (2013-03-14)
lithuania_2012_eilinė_2_1276_12032013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.444228/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 22 (2013-03-12)
lithuania_2012_eilinė_2_1277_12032013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.444229/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 23 (2013-03-12)
lithuania_2012_eilinė_2_1278_10032013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.444136/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 21 (2013-03-10)
lithuania_2012_eilinė_1_1279_17012013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.441700/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 19 (2013-01-17)
lithuania_2012_eilinė_1_1280_17012013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.441724/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 20 (2013-01-17)
lithuania_2012_eilinė_1_1281_15012013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.441427/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 17 (2013-01-15)
lithuania_2012_eilinė_1_1282_15012013,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.441436/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 18 (2013-01-15)
lithuania_2012_eilinė_1_1283_20122012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.440348/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 15 (2012-12-20)
lithuania_2012_eilinė_1_1284_20122012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.440456/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 16 (2012-12-20)
lithuania_2012_eilinė_1_1285_18122012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.439930/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 13 (2012-12-18)
lithuania_2012_eilinė_1_1286_18122012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.440036/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 14 (2012-12-18)
lithuania_2012_eilinė_1_1287_13122012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.439471/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 11 (2012-12-13)
lithuania_2012_eilinė_1_1288_13122012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.439498/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 12 (2012-12-13)
lithuania_2012_eilinė_1_1289_11122012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.439147/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 10 (2012-12-11)
lithuania_2012_eilinė_1_1290_06122012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.438885/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 8 (2012-12-06)
lithuania_2012_eilinė_1_1291_06122012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.438921/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 9 (2012-12-06)
lithuania_2012_eilinė_1_1292_04122012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.438560/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 6 (2012-12-04)
lithuania_2012_eilinė_1_1293_04122012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.438577/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 7 (2012-12-04)
lithuania_2012_eilinė_1_1294_27112012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.438217/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 5 (2012-11-27)
lithuania_2012_eilinė_1_1295_22112012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.437951/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 4 (2012-11-22)
lithuania_2012_eilinė_1_1296_20112012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.437699/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 2 (2012-11-20)
lithuania_2012_eilinė_1_1297_20112012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.437716/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 3 (2012-11-20)
lithuania_2012_eilinė_1_1298_16112012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.437618/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 1 (2012-11-16)
lithuania_2008_eilinė_9_1299_13112012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.437261/format/MSO2010_DOCX/,Seimo rytinis neeilinis posėdis Nr. 487 (2012-11-13)
lithuania_2008_eilinė_9_1300_13112012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.437303/format/MSO2010_DOCX/,Seimo vakarinis neeilinis posėdis Nr. 488 (2012-11-13)
lithuania_2008_eilinė_9_1301_08112012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.436905/format/MSO2010_DOCX/,Seimo rytinis neeilinis posėdis Nr. 485 (2012-11-08)
lithuania_2008_eilinė_9_1302_08112012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.436965/format/MSO2010_DOCX/,Seimo vakarinis neeilinis posėdis Nr. 486 (2012-11-08)
lithuania_2008_eilinė_9_1303_06112012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.436586/format/MSO2010_DOCX/,Seimo rytinis neeilinis posėdis Nr. 483 (2012-11-06)
lithuania_2008_eilinė_9_1304_06112012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.436617/format/MSO2010_DOCX/,Seimo vakarinis neeilinis posėdis Nr. 484 (2012-11-06)
lithuania_2008_eilinė_9_1305_31102012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.436326/format/MSO2010_DOCX/,Seimo neeilinis posėdis Nr. 482 (2012-10-31)
lithuania_2008_eilinė_9_1306_30102012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.436006/format/MSO2010_DOCX/,Seimo rytinis posėdis Nr. 481 (2012-10-30)
lithuania_2008_eilinė_9_1307_17102012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.435151/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 480 (2012-10-17)
lithuania_2008_eilinė_9_1308_03102012,,https://e-seimas.lrs.lt/rs/legalact/TAK/TAIS.434295/format/MSO2010_DOCX/,Seimo vakarinis posėdis Nr. 477 (2012-10-03)
