label,date,title,session_number,detail_link
ASSEMBLEA,2024-12-05T10:00:00Z,Seduta di Assemblea n. 250,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-250-1
ASSEMBLEA,2024-12-04T10:00:00Z,Seduta di Assemblea n. 249,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-249-1
ASSEMBLEA,2024-12-03T16:30:00Z,Seduta di Assemblea n. 248,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-248-1
ASSEMBLEA,2024-11-28T09:00:00Z,Seduta di Assemblea n. 247,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-247-1
ASSEMBLEA,2024-11-27T10:00:00Z,Seduta di Assemblea n. 246,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-246-1
ASSEMBLEA,2024-11-26T16:30:00Z,Seduta di Assemblea n. 245,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-245-1
ASSEMBLEA,2024-11-21T10:00:00Z,Seduta di Assemblea n. 244,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-244-1
ASSEMBLEA,2024-11-20T10:00:00Z,Seduta di Assemblea n. 243,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-243-1
ASSEMBLEA,2024-11-19T16:30:00Z,Seduta di Assemblea n. 242,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-242-1
ASSEMBLEA,2024-11-11T16:30:00Z,Seduta di Assemblea n. 241,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-241-1
ASSEMBLEA,2024-11-07T10:00:00Z,Seduta di Assemblea n.240,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n240
ASSEMBLEA,2024-11-06T10:00:00Z,Seduta di Assemblea n. 239,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-239-1
ASSEMBLEA,2024-11-05T16:30:00Z,Seduta di Assemblea n. 238,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-238-1
ASSEMBLEA,2024-10-31T09:30:00Z,Seduta di Assemblea n. 237,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-237-1
ASSEMBLEA,2024-10-30T10:00:00Z,Seduta di Assemblea n. 236,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-236-1
ASSEMBLEA,2024-10-29T16:30:00Z,Seduta di Assemblea n. 235,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-235-1
ASSEMBLEA,2024-10-22T18:00:00Z,Seduta di Assemblea n. 234,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-234-1
ASSEMBLEA,2024-10-17T09:00:00Z,Seduta n. 233,,https://webtv.senato.it/webtv/assemblea/seduta-n-233
ASSEMBLEA,2024-10-16T10:00:00Z,Seduta di Assemblea n. 232,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-232-1
ASSEMBLEA,2024-10-15T09:30:00Z,Seduta di Assemblea n. 231,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-231-1
ASSEMBLEA,2024-10-10T10:00:00Z,Seduta di Assemblea n. 230,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-230-1
ASSEMBLEA,2024-10-09T10:00:00Z,Seduta di Assemblea n. 229,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-229-1
ASSEMBLEA,2024-10-03T10:00:00Z,Seduta di Assemblea n. 228,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-228-1
ASSEMBLEA,2024-10-02T10:00:00Z,Seduta di Assemblea n. 227,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-227-1
ASSEMBLEA,2024-10-01T10:00:00Z,Seduta di Assemblea n. 226,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-226-1
ASSEMBLEA,2024-09-30T16:00:00Z,Seduta di Assemblea n. 225,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-225-1
ASSEMBLEA,2024-09-26T10:00:00Z,Seduta di Assemblea n. 224,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-224-1
ASSEMBLEA,2024-09-24T16:30:00Z,Seduta di Assemblea n. 223,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-223-1
ASSEMBLEA,2024-09-19T10:00:00Z,Seduta di Assemblea n. 222,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-222-1
ASSEMBLEA,2024-09-18T11:00:00Z,Seduta di Assemblea n. 221,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-221-1
ASSEMBLEA,2024-09-17T16:30:00Z,Seduta di Assemblea n. 220,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-220-1
ASSEMBLEA,2024-09-12T10:00:00Z,Seduta di Assemblea n. 219,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-219-1
ASSEMBLEA,2024-09-11T16:30:00Z,Seduta di Assemblea n. 218,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-218-1
ASSEMBLEA,2024-08-13T10:30:00Z,Seduta di Assemblea n. 217,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-217-1
ASSEMBLEA,2024-08-06T10:00:00Z,Seduta di Assemblea n. 216,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-216-1
ASSEMBLEA,2024-08-05T16:00:00Z,Seduta di Assemblea n. 215,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-215-1
ASSEMBLEA,2024-08-01T09:00:00Z,Seduta di Assemblea n. 214,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-214-1
ASSEMBLEA,2024-07-31T10:00:00Z,Seduta di Assemblea n. 213,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-213-1
ASSEMBLEA,2024-07-30T10:00:00Z,Seduta di Assemblea n. 212,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-212-1
ASSEMBLEA,2024-07-24T10:00:00Z,Seduta di Assemblea n. 211,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-211-1
ASSEMBLEA,2024-07-23T11:00:00Z,Seduta di Assemblea n. 210,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-210-1
ASSEMBLEA,2024-07-18T09:30:00Z,Seduta di Assemblea n. 209,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-209-1
ASSEMBLEA,2024-07-17T10:00:00Z,Seduta di Assemblea n. 208,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-208-1
ASSEMBLEA,2024-07-16T11:00:00Z,Seduta di Assemblea n. 207,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-207-1
ASSEMBLEA,2024-07-04T10:00:00Z,Seduta di Assemblea n. 206,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-206-1
ASSEMBLEA,2024-07-03T17:00:00Z,Seduta di Assemblea n. 205,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-205-1
ASSEMBLEA,2024-07-02T16:30:00Z,Seduta di Assemblea n. 204,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-204-0
ASSEMBLEA,2024-06-27T10:00:00Z,Seduta di Assemblea n. 203,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-203-1
ASSEMBLEA,2024-06-26T10:00:00Z,Seduta di Assemblea n. 202,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-202-1
ASSEMBLEA,2024-06-25T16:30:00Z,Seduta di Assemblea n. 201,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-201-1
ASSEMBLEA,2024-06-19T10:00:00Z,Seduta di Assemblea n. 200,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-200-1
ASSEMBLEA,2024-06-18T15:30:00Z,Seduta di Assemblea n. 199,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-199-1
ASSEMBLEA,2024-06-13T10:00:00Z,Seduta di Assemblea n. 198,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-198-1
ASSEMBLEA,2024-06-12T10:00:00Z,Seduta di Assemblea n. 197,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-197-1
ASSEMBLEA,2024-06-11T16:00:00Z,Seduta di Assemblea n. 196,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-196-1
ASSEMBLEA,2024-05-29T10:00:00Z,Seduta di Assemblea n. 195,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-195-1
ASSEMBLEA,2024-05-28T15:00:00Z,Seduta di Assemblea n. 194,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-194-0
ASSEMBLEA,2024-05-23T09:00:00Z,Seduta di Assemblea n. 193,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-193-1
ASSEMBLEA,2024-05-22T10:00:00Z,Seduta di Assemblea n. 192,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-192-1
ASSEMBLEA,2024-05-21T15:00:00Z,Seduta di Assemblea n. 191,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-191-1
ASSEMBLEA,2024-05-16T08:30:00Z,Seduta di Assemblea n. 190,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-190-1
ASSEMBLEA,2024-05-15T10:00:00Z,Seduta di Assemblea n. 189,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-189-1
ASSEMBLEA,2024-05-14T16:00:00Z,Seduta di Assemblea n. 188,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-188-1
ASSEMBLEA,2024-05-09T15:00:00Z,Seduta di Assemblea n. 187,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-187-1
ASSEMBLEA,2024-05-08T10:00:00Z,Seduta di Assemblea n. 186,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-186-1
ASSEMBLEA,2024-05-07T16:00:00Z,Seduta di Assemblea n. 185,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-185-1
ASSEMBLEA,2024-04-30T13:00:00Z,Seduta di Assemblea n. 184,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-184-1
ASSEMBLEA,2024-04-24T10:00:00Z,Seduta di Assemblea n. 183,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-183-1
ASSEMBLEA,2024-04-23T13:30:00Z,Seduta di Assemblea n. 182,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-182-1
ASSEMBLEA,2024-04-18T15:00:00Z,Seduta di Assemblea n. 181,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-181-1
ASSEMBLEA,2024-04-17T10:00:00Z,Seduta di Assemblea n. 180,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-180-1
ASSEMBLEA,2024-04-16T16:30:00Z,Seduta di Assemblea n. 179,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-179-1
ASSEMBLEA,2024-04-11T10:00:00Z,Seduta di Assemblea n. 178,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-178-1
ASSEMBLEA,2024-04-10T11:00:00Z,Seduta di Assemblea n. 177,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-177-1
ASSEMBLEA,2024-04-09T16:30:00Z,Seduta di Assemblea n. 176,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-176-1
ASSEMBLEA,2024-03-28T10:00:00Z,Seduta di Assemblea n. 175,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-175-1
ASSEMBLEA,2024-03-27T10:00:00Z,Seduta di Assemblea n. 174,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-174-1
ASSEMBLEA,2024-03-26T16:30:00Z,Seduta di Assemblea n. 173,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-173-1
ASSEMBLEA,2024-03-21T11:00:00Z,Seduta di Assemblea n. 172,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-172-1
ASSEMBLEA,2024-03-20T10:00:00Z,Seduta di Assemblea n. 171,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-171-1
ASSEMBLEA,2024-03-19T15:30:00Z,Seduta di Assemblea n. 170,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-170-1
ASSEMBLEA,2024-03-14T10:00:00Z,Seduta di Assemblea n. 169,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-169-1
ASSEMBLEA,2024-03-13T10:00:00Z,Seduta di Assemblea n. 168,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-168-1
ASSEMBLEA,2024-03-12T16:30:00Z,Seduta di Assemblea n. 167,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-167-1
ASSEMBLEA,2024-03-05T12:00:00Z,Seduta di Assemblea n. 166,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-166-1
ASSEMBLEA,2024-02-29T10:00:00Z,Seduta di Assemblea n. 165,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-165-1
ASSEMBLEA,2024-02-28T10:00:00Z,Seduta di Assemblea n. 164,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-164-1
ASSEMBLEA,2024-02-27T16:30:00Z,Seduta di Assemblea n. 163,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-163-1
ASSEMBLEA,2024-02-22T10:00:00Z,Seduta di Assemblea n. 162,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-162-1
ASSEMBLEA,2024-02-21T10:00:00Z,Seduta di Assemblea n. 161,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-161-1
ASSEMBLEA,2024-02-20T16:30:00Z,Seduta di Assemblea n. 160,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-160-1
ASSEMBLEA,2024-02-15T10:00:00Z,Seduta di Assemblea n. 159,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-159-1
ASSEMBLEA,2024-02-14T10:00:00Z,Seduta di Assemblea n. 158,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-158-1
ASSEMBLEA,2024-02-13T14:00:00Z,Seduta di Assemblea n. 157,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-157-1
ASSEMBLEA,2024-02-08T09:30:00Z,Seduta di Assemblea n. 156,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-156-1
ASSEMBLEA,2024-02-07T10:00:00Z,Seduta di Assemblea n. 155,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-155-0
ASSEMBLEA,2024-02-06T14:00:00Z,Seduta di Assemblea n. 154,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-154-0
ASSEMBLEA,2024-02-01T15:00:00Z,Seduta di Assemblea n. 153,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-153-1
ASSEMBLEA,2024-01-31T10:00:00Z,Seduta di Assemblea n. 152,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-152-0
ASSEMBLEA,2024-01-30T16:30:00Z,Seduta di Assemblea n. 151,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-151-0
ASSEMBLEA,2024-01-25T10:00:00Z,Seduta di Assemblea n. 150,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-150-1
ASSEMBLEA,2024-01-24T10:00:00Z,Seduta di Assemblea n. 149,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-149-1
ASSEMBLEA,2024-01-23T16:30:00Z,Seduta di Assemblea n. 148,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-148-2
ASSEMBLEA,2024-01-18T10:00:00Z,Seduta di Assemblea n. 147,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-147-1
ASSEMBLEA,2024-01-17T10:00:00Z,Seduta di Assemblea n. 146,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-146-0
ASSEMBLEA,2024-01-16T16:30:00Z,Seduta di Assemblea n. 145,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-145-0
ASSEMBLEA,2024-01-11T10:00:00Z,Seduta di Assemblea n. 144,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-144-1
ASSEMBLEA,2024-01-10T10:00:00Z,Seduta di Assemblea n. 143,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-143-1
ASSEMBLEA,2024-01-09T17:00:00Z,Seduta di Assemblea n. 142,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-142-0
ASSEMBLEA,2023-12-22T10:00:00Z,Seduta di Assemblea n. 141,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-141-0
ASSEMBLEA,2023-12-21T10:00:00Z,Seduta di Assemblea n. 140,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-140-1
ASSEMBLEA,2023-12-20T10:00:00Z,Seduta di Assemblea n. 139,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-139-1
ASSEMBLEA,2023-12-19T16:00:00Z,Seduta di Assemblea n. 138,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-138-1
ASSEMBLEA,2023-12-18T16:30:00Z,Seduta di Assemblea n. 137,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-137-0
ASSEMBLEA,2023-12-13T09:30:00Z,Seduta di Assemblea n. 136,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-136-1
ASSEMBLEA,2023-12-12T16:00:00Z,Seduta di Assemblea n. 135,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-135-1
ASSEMBLEA,2023-12-07T09:30:00Z,Seduta di Assemblea n. 134,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-134-1
ASSEMBLEA,2023-12-06T10:00:00Z,Seduta di Assemblea n. 133,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-133-1
ASSEMBLEA,2023-12-05T16:30:00Z,Seduta di Assemblea n. 132,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-132-2
ASSEMBLEA,2023-11-30T10:00:00Z,Seduta di Assemblea n. 131,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-131-1
ASSEMBLEA,2023-11-29T16:30:00Z,Seduta di Assemblea n. 130,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-130-1
ASSEMBLEA,2023-11-23T12:00:00Z,Seduta di Assemblea n. 129,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-129-1
ASSEMBLEA,2023-11-22T10:00:00Z,Seduta di Assemblea n. 128,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-128-1
ASSEMBLEA,2023-11-21T16:30:00Z,Seduta di Assemblea n. 127,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-127-2
ASSEMBLEA,2023-11-16T12:00:00Z,Seduta di Assemblea n. 126,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-126-1
ASSEMBLEA,2023-11-15T10:00:00Z,Seduta di Assemblea n. 125,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-125-0
ASSEMBLEA,2023-11-14T16:00:00Z,Seduta di Assemblea n. 124,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-124-1
ASSEMBLEA,2023-11-09T10:00:00Z,Seduta di Assemblea n. 123,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-123-1
ASSEMBLEA,2023-11-08T11:00:00Z,Seduta di Assemblea n. 122,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-122-1
ASSEMBLEA,2023-11-07T16:00:00Z,Seduta di Assemblea n. 121,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-121-1
ASSEMBLEA,2023-10-31T15:00:00Z,Seduta di Assemblea n. 120,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-120-1
ASSEMBLEA,2023-10-27T10:30:00Z,Seduta di Assemblea n. 119,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-119-1
ASSEMBLEA,2023-10-26T11:00:00Z,Seduta di Assemblea n. 118,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-118-1
ASSEMBLEA,2023-10-25T11:00:00Z,Seduta di Assemblea n. 117,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-117-1
ASSEMBLEA,2023-10-24T15:00:00Z,Seduta di Assemblea n. 116,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-116-1
ASSEMBLEA,2023-10-18T11:00:00Z,Seduta di Assemblea n. 115,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-115-1
ASSEMBLEA,2023-10-17T17:30:00Z,Seduta di Assemblea n. 114,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-114-1
ASSEMBLEA,2023-10-12T11:00:00Z,Seduta di Assemblea n. 113,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-113-0
ASSEMBLEA,2023-10-11T11:00:00Z,Seduta di Assemblea n. 112,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-112-1
ASSEMBLEA,2023-10-10T17:30:00Z,Seduta di Assemblea n. 111,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-111-1
ASSEMBLEA,2023-10-05T11:00:00Z,Seduta di Assemblea n. 110,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-110-1
ASSEMBLEA,2023-10-04T11:00:00Z,Seduta di Assemblea n. 109,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-109-1
ASSEMBLEA,2023-10-03T16:00:00Z,Seduta di Assemblea n. 108,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-108-2
ASSEMBLEA,2023-09-28T10:00:00Z,Seduta di Assemblea n. 107,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-107-1
ASSEMBLEA,2023-09-27T17:30:00Z,Seduta di Assemblea n. 106,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-106-1
ASSEMBLEA,2023-09-26T16:30:00Z,Seduta di Assemblea n. 105,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-105-1
ASSEMBLEA,2023-09-21T10:00:00Z,Seduta di Assemblea n. 104,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-104-1
ASSEMBLEA,2023-09-20T10:00:00Z,Seduta di Assemblea n. 103,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-103-1
ASSEMBLEA,2023-09-19T16:30:00Z,Seduta di Assemblea n. 102,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-102-1
ASSEMBLEA,2023-09-14T10:00:00Z,Seduta di Assemblea n. 101,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-101-1
ASSEMBLEA,2023-09-13T10:00:00Z,Seduta di Assemblea n. 100,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-100-1
ASSEMBLEA,2023-09-12T16:30:00Z,Seduta di Assemblea n. 99,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-99-1
ASSEMBLEA,2023-09-06T10:00:00Z,Seduta di Assemblea n. 98,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-98-1
ASSEMBLEA,2023-09-05T16:30:00Z,Seduta di Assemblea n. 97,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-97-1
ASSEMBLEA,2023-08-03T09:30:00Z,Seduta di Assemblea n. 96,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-96-1
ASSEMBLEA,2023-08-02T10:00:00Z,Seduta di Assemblea n. 95,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-95-1
ASSEMBLEA,2023-08-01T15:00:00Z,Seduta di Assemblea n. 94,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-94-1
ASSEMBLEA,2023-07-27T10:00:00Z,Seduta di Assemblea n. 93,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-93-1
ASSEMBLEA,2023-07-26T10:00:00Z,Seduta di Assemblea n. 92,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-92-0
ASSEMBLEA,2023-07-25T12:30:00Z,Seduta di Assemblea n. 91,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-91-0
ASSEMBLEA,2023-07-20T10:00:00Z,Seduta di Assemblea n. 90,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-90-0
ASSEMBLEA,2023-07-19T10:00:00Z,Seduta di Assemblea n. 89,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-89-0
ASSEMBLEA,2023-07-18T16:30:00Z,Seduta di Assemblea n. 88,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-88-1
ASSEMBLEA,2023-07-13T15:00:00Z,Seduta di Assemblea n. 87,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-87-1
ASSEMBLEA,2023-07-12T10:00:00Z,Seduta di Assemblea n. 86,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-86-1
ASSEMBLEA,2023-07-11T16:30:00Z,Seduta di Assemblea n. 85,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-85-1
ASSEMBLEA,2023-07-05T15:00:00Z,Seduta di Assemblea n. 84,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-84-1
ASSEMBLEA,2023-06-29T15:00:00Z,Seduta di Assemblea n. 83,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-83-1
ASSEMBLEA,2023-06-28T09:30:00Z,Seduta di Assemblea n. 82,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-82-1
ASSEMBLEA,2023-06-27T16:30:00Z,Seduta di Assemblea n. 81,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-81-1
ASSEMBLEA,2023-06-22T10:00:00Z,Seduta di Assemblea n. 80,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-80-1
ASSEMBLEA,2023-06-21T10:00:00Z,Seduta di Assemblea n. 79,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-79-1
ASSEMBLEA,2023-06-20T10:00:00Z,Seduta di Assemblea n. 78,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-78-1
ASSEMBLEA,2023-06-19T16:30:00Z,Seduta di Assemblea n. 77,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-77-1
ASSEMBLEA,2023-06-13T16:30:00Z,Seduta di Assemblea n. 76,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-76-1
ASSEMBLEA,2023-06-01T10:00:00Z,Seduta di Assemblea n. 75,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-75-1
ASSEMBLEA,2023-05-31T10:00:00Z,Seduta di Assemblea n. 74,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-74-2
ASSEMBLEA,2023-05-30T16:30:00Z,Seduta di Assemblea n. 73,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-73-1
ASSEMBLEA,2023-05-25T10:00:00Z,Seduta di Assemblea n. 72,,https://webtv.senato.it/webtv/assemblea/seduta-di-assemblea-n-72-1
