video_id,mp4_video_link,pdf_link,session_date,session_title,session_url
2446,https://parlament.ba/session/GetOwisDocument?id=157047,https://static.parlament.ba/doc/159829_7.%20sjed.%20Predstavni%c4%8dkog%20doma%2007.06.2023_.pdf,2023-06-07 00:00:00,7. sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2446&ConvernerId=1
2435,https://static.parlament.ba/doc/157067_Nastavak%206.%20sjednice%20Predstavni%c4%8dkog%20doma%20PSBiH%2024.05.2023..mp3,https://static.parlament.ba/doc/156421_Nastavak%206.%20sjed.%20PD%2024052023.pdf,2023-05-24 00:00:00,Nastavak 6. sjednice Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2435&ConvernerId=1
2417,https://static.parlament.ba/doc/155489_6.%20sjednica%20Predstavni%c4%8dkog%20doma%20PSBiH%2019.04.2023..mp3,https://static.parlament.ba/doc/155424_6.%20sjednica%20PD%2019042023.pdf,2023-04-19 00:00:00,6. sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2417&ConvernerId=1
2416,https://parlament.ba/session/GetOwisDocument?id=154424,https://static.parlament.ba/doc/154654_4.%20hitna%20PD%2029032023%20KONACNA.pdf,2023-03-29 00:00:00,4. hitna sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2416&ConvernerId=1
2400,https://parlament.ba/session/GetOwisDocument?id=154066,https://static.parlament.ba/doc/154292_5.%20sjed.%20Predstavnickog%20doma%2020.03.2023_.pdf,2023-03-20 00:00:00,5. sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2400&ConvernerId=1
2396,https://static.parlament.ba/doc/153515_3.%20hitna%20sjednica%20Predstavni%c4%8dkog%20doma%20PSBiH%209.03.2023.mp3,https://static.parlament.ba/doc/171653_3.%20hitna%20sjed.%20Predstavni%c4%8dkog%20doma%2009.03.2023_.pdf,2023-03-09 00:00:00,3. hitna sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2396&ConvernerId=1
2386,https://static.parlament.ba/doc/153115_4.%20sjednica%20Predstavni%c4%8dkog%20doma%20PSBiH%2023.02.2023.mp3,https://static.parlament.ba/doc/153290_4.%20PD%2023.02.2023.pdf,2023-02-23 00:00:00,4. sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2386&ConvernerId=1
2380,https://static.parlament.ba/doc/152531_3.%20sjednica%20Predstavni%c4%8dkog%20doma%20PSBiH%2031.01.2023..mp3,https://static.parlament.ba/doc/152612_3.%20PD%2031.01.2023..pdf,2023-01-31 00:00:00,"3. sjednica Predstavničkog doma
Parlamentarne skupštine Bosne i Hercegovine",https://parlament.ba/session/OSessionDetails?id=2380&ConvernerId=1
2382,https://parlament.ba/session/GetOwisDocument?id=152326,https://static.parlament.ba/doc/152440_2.%20hitna%20PD%2025.01.2023..pdf,2023-01-25 00:00:00,2.	 hitna sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2382&ConvernerId=1
2364,https://parlament.ba/session/GetOwisDocument?id=151937,https://static.parlament.ba/doc/151968_2.%20PD%2028.12.2022.%2028.12.2022..pdf,2022-12-28 00:00:00,"2. sjednica Predstavničkog doma
Parlamentarne skupštine Bosne i Hercegovine",https://parlament.ba/session/OSessionDetails?id=2364&ConvernerId=1
2369,https://parlament.ba/session/GetOwisDocument?id=151939,https://static.parlament.ba/doc/152049_1.HITNA%20PD%2028122022.pdf,2022-12-28 00:00:00,1.	 hitna sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2369&ConvernerId=1
2333,https://static.parlament.ba/doc/151761_Konstituiraju%c4%87a%20sjednica%20PD%201.12.2022..mp3,https://static.parlament.ba/doc/151766_Konstituiraju%c4%87a%20sjednica%20PD%2001.12.2022..pdf,2022-12-01 00:00:00,Konstituirajuća sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2333&ConvernerId=1
2283,https://parlament.ba/session/GetOwisDocument?id=151267,https://static.parlament.ba/doc/151740_32.%20PD%2030.08.2022..pdf,2022-08-30 00:00:00,32. sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2283&ConvernerId=1
2282,https://parlament.ba/session/GetOwisDocument?id=151268,https://static.parlament.ba/doc/151739_31.%20PD%2027.07.2022_.pdf,2022-07-27 00:00:00,31. sjednica Predstavničkog doma Parlamentarne skupštine BiH,https://parlament.ba/session/OSessionDetails?id=2282&ConvernerId=1
2281,https://static.parlament.ba/doc/151269_30.%20sjednica%20Predstavni%c4%8dkog%20doma%20Parlamentarne%20skup%c5%a1tine%20Bosne%20i%20Hercegovine_.mp3,https://static.parlament.ba/doc/150595_30.sjed.%20Predstavni%c4%8dkog%20doma%2027062022%20(1).pdf,2022-06-27 00:00:00,30. sjednica Predstavničkog doma Parlamentarne skupštine BiH,https://parlament.ba/session/OSessionDetails?id=2281&ConvernerId=1
2272,https://parlament.ba/session/GetOwisDocument?id=151270,https://static.parlament.ba/doc/151738_29.%20PD%2007.06.2022_.pdf,2022-06-07 00:00:00,29. sjednicа Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2272&ConvernerId=1
2261,https://parlament.ba/session/GetOwisDocument?id=148508,https://static.parlament.ba/doc/148748_28.%20PD%2027.04.2022_.pdf,2022-04-27 00:00:00,28. sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2261&ConvernerId=1
2245,https://parlament.ba/session/GetOwisDocument?id=147437,https://static.parlament.ba/doc/147607_27.%20sjed.%20Predstavni%c4%8dkog%20doma%2009.03.2022.pdf,2022-03-09 00:00:00,"27. sjednica Predstavničkog doma
Parlamentarne skupštine Bosne i Hercegovine",https://parlament.ba/session/OSessionDetails?id=2245&ConvernerId=1
2249,https://parlament.ba/session/GetOwisDocument?id=147355,https://static.parlament.ba/doc/147356_12.%20hitna%20PD%2004.03.2022_.pdf,2022-03-04 00:00:00,"12.		hitna sjednica Predstavničkog doma
Parlamentarne skupštine Bosne i Hercegovine",https://parlament.ba/session/OSessionDetails?id=2249&ConvernerId=1
2240,https://parlament.ba/session/GetOwisDocument?id=146795,https://static.parlament.ba/doc/146841_26.%20sjednica%20PD%2003.02.2022.pdf,2022-02-03 00:00:00,26. sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2240&ConvernerId=1
2235,https://parlament.ba/session/GetOwisDocument?id=146311,https://static.parlament.ba/doc/146328_25.%20PD%2014.12.2021_.pdf,2021-12-14 00:00:00,25. sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2235&ConvernerId=1
2234,https://parlament.ba/session/GetOwisDocument?id=145699,https://parlament.ba/session/GetOwisDocument?id=145814,2021-10-28 00:00:00,Sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2234&ConvernerId=1
2226,https://parlament.ba/session/GetOwisDocument?id=145671,https://static.parlament.ba/doc/145886_24.%20sjednica%20PD%2026.10.'21.pdf,2021-10-26 00:00:00,24. sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2226&ConvernerId=1
2218,https://parlament.ba/session/GetOwisDocument?id=145202,https://static.parlament.ba/doc/145115_23.%20PD%2020.09.2021.pdf,2021-09-20 00:00:00,23. sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2218&ConvernerId=1
2205,https://parlament.ba/session/GetOwisDocument?id=144065,https://static.parlament.ba/doc/144174_22.%20sjednica%20PD%2007.07.'21_.pdf,2021-07-07 00:00:00,22. sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2205&ConvernerId=1
2194,https://static.parlament.ba/doc/143071_21.sjednica%20Predstavni%c4%8dkog%20doma%20PS%20BIH.mp3,https://static.parlament.ba/doc/143176_21.%20sjednica%20PD%2015.06.'21_.pdf,2021-06-15 00:00:00,"21. sjednica Predstavničkog doma
Parlamentarne skupštine Bosne i Hercegovine",https://parlament.ba/session/OSessionDetails?id=2194&ConvernerId=1
2180,https://static.parlament.ba/doc/142204_20.%20sjednica%20Predstavnickog%20doma%20PSBiH%2025.5.2021..mp3,https://static.parlament.ba/doc/142300_20.%20sjednica%20PD%2025.05.'21_.pdf,2021-05-25 00:00:00,20. sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2180&ConvernerId=1
2170,https://static.parlament.ba/doc/141286_19.%20sjednica%20Predstavnickog%20doma%20PSBiH%2028.4.2021..mp3,https://static.parlament.ba/doc/141733_19.%20sjednica%20PD%2028.04.'21.pdf,2021-04-28 00:00:00,19. sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2170&ConvernerId=1
2161,https://static.parlament.ba/doc/140141_18.%20sjednica%20Predstavnickog%20doma%20PSBiH%2030.3.2021..mp3,https://static.parlament.ba/doc/140482_18.%20PD%2030.03.2021.pdf,2021-03-30 00:00:00,18. sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2161&ConvernerId=1
2143,https://static.parlament.ba/doc/138262_17.sjednica%20Predstavni%c4%8dkog%20doma%20PS%20BiH.mp3,https://static.parlament.ba/doc/138564_17.%20PD%2025.02.2021_.pdf,2021-02-25 00:00:00,17. sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2143&ConvernerId=1
2126,https://static.parlament.ba/doc/137346_16.sjednica%20Predstavni%c4%8dkog%20doma%20PS%20BiH.mp3,https://static.parlament.ba/doc/137698_16.%20PD%2003.02.2021_.pdf,2021-02-03 00:00:00,16. sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2126&ConvernerId=1
2116,https://static.parlament.ba/doc/136384_15.sjednica%20Predstavni%c4%8dkog%20doma%20PS%20BiH.mp3,https://static.parlament.ba/doc/136794_15.%20PD%2011.01.2021_.pdf,2021-01-11 00:00:00,"15. sjednica Predstavničkog doma
Parlamentarne skupštine Bosne i Hercegovine",https://parlament.ba/session/OSessionDetails?id=2116&ConvernerId=1
2095,https://static.parlament.ba/doc/135396_14.sjednica%20Preddstavni%c4%8dkog%20doma%20PS%20BiH.mp3,https://static.parlament.ba/doc/135672_14.%20PD%2009.12.2020..pdf,2020-12-09 00:00:00,14. sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2095&ConvernerId=1
2083,https://static.parlament.ba/doc/133952_13.sjednica%20Predstavni%c4%8dkog%20doma%20PS%20BiH.mp3,https://static.parlament.ba/doc/134081_13.%20PD%2014.10.2020_.pdf,2020-10-14 00:00:00,13. sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2083&ConvernerId=1
2059,https://static.parlament.ba/doc/135429_12.sjednica%20Predstavni%c4%8dkog%20doma%20PS%20BiH.mp3,https://static.parlament.ba/doc/132936_12.%20sjednica%20PD%2015.09.'20..pdf,2020-09-15 00:00:00,12. sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2059&ConvernerId=1
2055,https://static.parlament.ba/doc/131619_10.hitna%20sjednica%20Predstavni%c4%8dkog%20doma%20PS%20BiH.mp3,https://static.parlament.ba/doc/132301_10.%20hitna%20sjednica%20PD.pdf,2020-07-27 00:00:00,10.	 hitna sjednica Predstavničkog doma Parlamentarne skupštine Bosne i Hercegovine,https://parlament.ba/session/OSessionDetails?id=2055&ConvernerId=1
