transcript_date,transcript_url,reason
2023-11-02,https://www.saeima.lv/lv/transcripts/view/2497,No video links found
2023-11-15,https://www.saeima.lv/lv/transcripts/view/2501,No video links found
2022-11-01,https://www.saeima.lv/lv/transcripts/view/2416,No video links found
2022-11-07,https://www.saeima.lv/lv/transcripts/view/2417,No video links found
2022-11-17,https://www.saeima.lv/lv/transcripts/view/2420,No video links found
2022-11-18,https://www.saeima.lv/lv/transcripts/view/2419,No video links found
2022-11-23,https://www.saeima.lv/lv/transcripts/view/2421,No video links found
2022-11-24,https://www.saeima.lv/lv/transcripts/view/2422,No video links found
2022-11-24,https://www.saeima.lv/lv/transcripts/view/2423,No video links found
2022-12-01,https://www.saeima.lv/lv/transcripts/view/2424,No video links found
2022-12-01,https://www.saeima.lv/lv/transcripts/view/2425,No video links found
2022-12-08,https://www.saeima.lv/lv/transcripts/view/2426,No video links found
2022-12-14,https://www.saeima.lv/lv/transcripts/view/2427,No video links found
2022-12-15,https://www.saeima.lv/lv/transcripts/view/2428,No video links found
2022-12-22,https://www.saeima.lv/lv/transcripts/view/2429,No video links found
