transcript_date,transcript_url,video_url,video_time
2022-03-24,https://www.saeima.lv/lv/transcripts/view/2373,"https://cdn.tiesraides.lv/saeima.lv/20220324125501_saeima.lv.1_0_0,",11.00
2022-03-24,https://www.saeima.lv/lv/transcripts/view/2373,"https://cdn.tiesraides.lv/saeima.lv/20220324135801_saeima.lv.1_0_0,",13.30
2022-03-24,https://www.saeima.lv/lv/transcripts/view/2373,"https://cdn.tiesraides.lv/saeima.lv/20220324150401_saeima.lv.1_0_0,",14.00
2022-03-24,https://www.saeima.lv/lv/transcripts/view/2372,"https://cdn.tiesraides.lv/saeima.lv/20220324105001_saeima.lv.1_0_0,",9.00
2022-03-24,https://www.saeima.lv/lv/transcripts/view/2372,"https://cdn.tiesraides.lv/saeima.lv/20220324125501_saeima.lv.1_0_0,",11.00
2022-03-24,https://www.saeima.lv/lv/transcripts/view/2372,"https://cdn.tiesraides.lv/saeima.lv/20220324135801_saeima.lv.1_0_0,",13.30
2022-03-24,https://www.saeima.lv/lv/transcripts/view/2372,"https://cdn.tiesraides.lv/saeima.lv/20220324150401_saeima.lv.1_0_0,",14.00
2022-03-31,https://www.saeima.lv/lv/transcripts/view/2374,"https://cdn.tiesraides.lv/saeima.lv/20220331105201_saeima.lv.1_0_0,",9.00
2022-03-31,https://www.saeima.lv/lv/transcripts/view/2374,"https://cdn.tiesraides.lv/saeima.lv/20220331125201_saeima.lv.1_0_0,",11.00
2022-03-31,https://www.saeima.lv/lv/transcripts/view/2374,"https://cdn.tiesraides.lv/saeima.lv/20220331154002_saeima.lv.1_0_0,",13.30
2022-04-07,https://www.saeima.lv/lv/transcripts/view/2376,"https://cdn.tiesraides.lv/saeima.lv/20220407105101_saeima.lv.1_0_0,",9.00
2022-04-07,https://www.saeima.lv/lv/transcripts/view/2376,"https://cdn.tiesraides.lv/saeima.lv/20220407124301_saeima.lv.1_0_0,",11.00
2022-04-07,https://www.saeima.lv/lv/transcripts/view/2376,"https://cdn.tiesraides.lv/saeima.lv/20220407151802_saeima.lv.1_0_0,",13.30
2022-04-07,https://www.saeima.lv/lv/transcripts/view/2376,"https://cdn.tiesraides.lv/saeima.lv/20220407170701_saeima.lv.1_0_0,",15.30
2022-04-07,https://www.saeima.lv/lv/transcripts/view/2376,"https://cdn.tiesraides.lv/saeima.lv/20220407181501_saeima.lv.1_0,",17.00
2022-04-21,https://www.saeima.lv/lv/transcripts/view/2377,"https://cdn.tiesraides.lv/saeima.lv/20220421103001_saeima.lv.1_0_0,",9.00
2022-04-21,https://www.saeima.lv/lv/transcripts/view/2377,"https://cdn.tiesraides.lv/saeima.lv/20220421123901_saeima.lv.1_0_0,",11.00
2022-04-21,https://www.saeima.lv/lv/transcripts/view/2377,"https://cdn.tiesraides.lv/saeima.lv/20220421214501_saeima.lv.1_0,",13.30
2022-04-21,https://www.saeima.lv/lv/transcripts/view/2377,"https://cdn.tiesraides.lv/saeima.lv/20220421175201_saeima.lv.1_0_0,",15.45
2022-04-21,https://www.saeima.lv/lv/transcripts/view/2378,"https://cdn.tiesraides.lv/saeima.lv/20220421175201_saeima.lv.1_0_0,",15.45
2022-04-28,https://www.saeima.lv/lv/transcripts/view/2379,"https://cdn.tiesraides.lv/saeima.lv/20220428103801_saeima.lv.1_0_0,",9.00
2022-04-28,https://www.saeima.lv/lv/transcripts/view/2379,"https://cdn.tiesraides.lv/saeima.lv/20220428131702_saeima.lv.1_0_0,",11.00
2022-04-28,https://www.saeima.lv/lv/transcripts/view/2379,"https://cdn.tiesraides.lv/saeima.lv/20220428141101_saeima.lv.1_0_0,",13.30
2022-04-28,https://www.saeima.lv/lv/transcripts/view/2379,"https://cdn.tiesraides.lv/saeima.lv/20220428153201_saeima.lv.1_0_0,",14.10
2022-04-28,https://www.saeima.lv/lv/transcripts/view/2379,"https://cdn.tiesraides.lv/saeima.lv/20220428204101_saeima.lv.1_0,",15.30
2022-04-28,https://www.saeima.lv/lv/transcripts/view/2380,"https://cdn.tiesraides.lv/saeima.lv/20220428153201_saeima.lv.1_0_0,",14.10
2022-04-28,https://www.saeima.lv/lv/transcripts/view/2380,"https://cdn.tiesraides.lv/saeima.lv/20220428204101_saeima.lv.1_0,",15.30
2022-05-04,https://www.saeima.lv/lv/transcripts/view/2381,"https://cdn.tiesraides.lv/saeima.lv/20220504141301_saeima.lv.1_0,",12.00
2022-05-05,https://www.saeima.lv/lv/transcripts/view/2382,"https://cdn.tiesraides.lv/saeima.lv/20220505104301_saeima.lv.1_0_0,",9.00
2022-05-05,https://www.saeima.lv/lv/transcripts/view/2382,"https://cdn.tiesraides.lv/saeima.lv/20220505124601_saeima.lv.1_0_0,",11.00
2022-05-05,https://www.saeima.lv/lv/transcripts/view/2382,"https://cdn.tiesraides.lv/saeima.lv/20220505135401_saeima.lv.1_0_0,",13.30
2022-05-05,https://www.saeima.lv/lv/transcripts/view/2382,"https://cdn.tiesraides.lv/saeima.lv/20220505200701_saeima.lv.1_0,",14.00
2022-05-05,https://www.saeima.lv/lv/transcripts/view/2383,"https://cdn.tiesraides.lv/saeima.lv/20220505200701_saeima.lv.1_0,",14.00
2022-05-12,https://www.saeima.lv/lv/transcripts/view/2384,"https://cdn.tiesraides.lv/saeima.lv/20220512110802_saeima.lv.1_0_0,",9.00
2022-05-12,https://www.saeima.lv/lv/transcripts/view/2384,"https://cdn.tiesraides.lv/saeima.lv/20220512124202_saeima.lv.1_0_0,",11.30
2022-05-12,https://www.saeima.lv/lv/transcripts/view/2384,"https://cdn.tiesraides.lv/saeima.lv/20220512150702_saeima.lv.1_0_0,",13.30
2022-05-12,https://www.saeima.lv/lv/transcripts/view/2384,"https://cdn.tiesraides.lv/saeima.lv/20220512231001_saeima.lv.1_0,",15.30
2022-05-19,https://www.saeima.lv/lv/transcripts/view/2385,"https://cdn.tiesraides.lv/saeima.lv/20220519103902_saeima.lv.1_0_0,",9.00
2022-05-19,https://www.saeima.lv/lv/transcripts/view/2385,"https://cdn.tiesraides.lv/saeima.lv/20220519120102_saeima.lv.1_0,",11.00
2022-05-26,https://www.saeima.lv/lv/transcripts/view/2386,"https://cdn.tiesraides.lv/saeima.lv/20220526104401_saeima.lv.1_0_0,",9.00
2022-05-26,https://www.saeima.lv/lv/transcripts/view/2386,"https://cdn.tiesraides.lv/saeima.lv/20220526123801_saeima.lv.1_0_0,",11.00
2022-05-26,https://www.saeima.lv/lv/transcripts/view/2386,"https://cdn.tiesraides.lv/saeima.lv/20220526142703_saeima.lv.1_0_0,",14.00(LV)
2022-05-26,https://www.saeima.lv/lv/transcripts/view/2386,"https://cdn.tiesraides.lv/saeima.lv/20220526160102_saeima.lv.1_0_0,",14.25
2022-05-26,https://www.saeima.lv/lv/transcripts/view/2386,"https://cdn.tiesraides.lv/saeima.lv/20220526162302_saeima.lv.1_0_0,",16.05
2022-05-26,https://www.saeima.lv/lv/transcripts/view/2386,"https://cdn.tiesraides.lv/saeima.lv/20220526171301_saeima.lv.1_0,",16.20
2022-05-26,https://www.saeima.lv/lv/transcripts/view/2387,"https://cdn.tiesraides.lv/saeima.lv/20220526104401_saeima.lv.1_0_0,",9.00
2022-05-26,https://www.saeima.lv/lv/transcripts/view/2387,"https://cdn.tiesraides.lv/saeima.lv/20220526123801_saeima.lv.1_0_0,",11.00
2022-05-26,https://www.saeima.lv/lv/transcripts/view/2387,"https://cdn.tiesraides.lv/saeima.lv/20220526142703_saeima.lv.1_0_0,",14.00(LV)
2022-05-26,https://www.saeima.lv/lv/transcripts/view/2387,"https://cdn.tiesraides.lv/saeima.lv/20220526160102_saeima.lv.1_0_0,",14.25
2022-05-26,https://www.saeima.lv/lv/transcripts/view/2387,"https://cdn.tiesraides.lv/saeima.lv/20220526162302_saeima.lv.1_0_0,",16.05
2022-05-26,https://www.saeima.lv/lv/transcripts/view/2387,"https://cdn.tiesraides.lv/saeima.lv/20220526171301_saeima.lv.1_0,",16.20
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2388,"https://cdn.tiesraides.lv/saeima.lv/20220602104102_saeima.lv.1_0_0,",9.00
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2388,"https://cdn.tiesraides.lv/saeima.lv/20220602111601_saeima.lv.1_0_0,",11.00
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2388,"https://cdn.tiesraides.lv/saeima.lv/20220602124201_saeima.lv.1_0_0,",11.20
