transcript_id,generic_video_link,html_link
IX_11_102,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12290,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014273
IX_11_101,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12289,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014272
IX_11_100,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12280,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014271
IX_11_99,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12286,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014270
IX_11_98,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12285,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014269
IX_11_97,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12284,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014268
IX_11_96,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12283,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014267
IX_11_95,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12282,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014266
IX_11_94,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12281,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014265
IX_11_93,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12287,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014264
IX_11_92,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11271,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014261
IX_11_91,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11298,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014259
IX_11_90,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11260,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014258
IX_11_89,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12268,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014257
IX_11_88,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12267,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014256
IX_11_87,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12279,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014255
IX_11_86,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11318,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014254
IX_11_85,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12272,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014253
IX_11_84,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12249,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014252
IX_11_83,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12278,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014251
IX_11_82,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11269,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014250
IX_11_81,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11270,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014249
IX_11_80,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11255,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014248
IX_11_79,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11254,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014247
IX_11_78,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11252,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014246
IX_11_77,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11256,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014245
IX_11_76,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12258,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014243
IX_11_75,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11247,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014242
IX_11_74,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12257,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014241
IX_11_73,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12256,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014240
IX_11_72,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11288,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014239
IX_11_71,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11277,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014238
IX_11_70,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11276,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014237
IX_11_69,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11274,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014236
IX_11_68,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11273,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014235
IX_11_67,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11272,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014234
IX_11_66,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12241,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014233
IX_11_65,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12264,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014231
IX_11_64,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11341,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014230
IX_11_63,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11221,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014228
IX_11_62,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11253,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014227
IX_11_61,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11245,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014226
IX_11_60,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12262,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014225
IX_11_59,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12263,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014224
IX_11_58,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12245,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014223
IX_11_57,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11251,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014222
IX_11_56,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12240,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014221
IX_11_55,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11309,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014220
IX_11_54,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11258,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014219
IX_11_53,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11259,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014218
IX_11_52,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12247,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014217
IX_11_51,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11239,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014216
IX_11_50,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11335,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014215
IX_11_49,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11323,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014214
IX_11_48,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11250,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014213
IX_11_47,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11249,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014212
IX_11_46,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11246,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014211
IX_11_45,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12246,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014210
IX_11_44,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11240,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014208
IX_11_43,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11243,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014206
IX_11_42,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11241,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014205
IX_11_41,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11238,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014204
IX_11_40,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11237,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014203
IX_11_39,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11236,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014202
IX_11_38,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11235,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014201
IX_11_37,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11242,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014200
IX_11_36,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11234,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014199
IX_11_35,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11229,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014198
IX_11_34,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11228,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014197
IX_11_33,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11227,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014196
IX_11_32,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11226,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014195
IX_11_31,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11225,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014194
IX_11_30,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11233,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014193
IX_11_29,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11231,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014190
IX_11_28,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11340,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014186
IX_11_27,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11305,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014185
IX_11_26,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11224,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014176
IX_11_25,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11223,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014175
IX_11_24,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12239,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014174
IX_11_23,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12238,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014173
IX_11_22,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12237,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014172
IX_11_21,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12236,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014171
IX_11_20,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12235,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014170
IX_11_19,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11218,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014169
IX_11_18,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11222,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014168
IX_11_17,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11230,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014167
IX_11_16,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11219,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014166
IX_11_15,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11217,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014165
IX_11_14,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11216,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014164
IX_11_13,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11220,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014163
IX_11_12,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11215,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014162
IX_11_11,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11214,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014161
IX_11_10,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11213,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014160
IX_11_9,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11212,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014159
IX_11_8,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11211,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014158
IX_11_7,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11210,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014157
IX_11_6,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11209,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014156
IX_11_5,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11208,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014155
IX_11_4,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11244,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014154
IX_11_3,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11207,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014153
IX_11_2,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=11206,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014152
IX_11_1,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12206,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014151
IX_11_-,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=12210,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014150
IX_10_129,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10103,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014145
IX_10_128,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10105,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014144
IX_10_127,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10104,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014143
IX_10_126,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10060,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014142
IX_10_125,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10096,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014141
IX_10_124,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10102,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014140
IX_10_123,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10100,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014139
IX_10_122,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10101,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014138
IX_10_121,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10095,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014137
IX_10_120,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10094,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014136
IX_10_119,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10097,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014135
IX_10_118,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10093,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014134
IX_10_117,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10092,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014133
IX_10_116,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10091,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014132
IX_10_115,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9865,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014131
IX_10_114,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10084,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014130
IX_10_113,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10063,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014129
IX_10_112,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10062,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014128
IX_10_111,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10061,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014127
IX_10_110,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10064,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014126
IX_10_109,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10082,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014125
IX_10_108,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10083,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014124
IX_10_107,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10059,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014123
IX_10_106,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10058,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014122
IX_10_105,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10057,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014121
IX_10_104,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10065,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014120
IX_10_103,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10052,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014119
IX_10_102,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10069,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014118
IX_10_101,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9852,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014117
IX_10_100,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9851,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014116
IX_10_99,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9850,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014115
IX_10_98,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10055,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014114
IX_10_96,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10030,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014112
IX_10_95,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10029,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014111
IX_10_94,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10054,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014110
IX_10_93,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10053,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014109
IX_10_92,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10066,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014108
IX_10_91,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10000,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014107
IX_10_90,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9982,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014106
IX_10_89,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9981,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014105
IX_10_88,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9980,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014104
IX_10_87,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9979,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014103
IX_10_86,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9978,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014102
IX_10_85,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9977,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014101
IX_10_84,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9976,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014100
IX_10_83,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9975,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014099
IX_10_82,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9974,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014098
IX_10_81,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9973,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014097
IX_10_80,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9972,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014096
IX_10_79,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9971,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014095
IX_10_78,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9970,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014094
IX_10_77,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9969,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014093
IX_10_76,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9966,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014092
IX_10_75,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9990,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014091
IX_10_74,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9989,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014090
IX_10_73,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9988,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014089
IX_10_72,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9987,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014088
IX_10_71,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9986,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014087
IX_10_70,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9985,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014086
IX_10_69,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9984,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014085
IX_10_68,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9983,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014084
IX_10_67,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9962,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014083
IX_10_66,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9961,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014082
IX_10_65,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9960,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014081
IX_10_64,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9959,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014080
IX_10_63,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9958,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014079
IX_10_62,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9957,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014078
IX_10_61,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9956,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014077
IX_10_60,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9955,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014076
IX_10_59,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9954,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014075
IX_10_58,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10074,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014074
IX_10_57,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10080,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014073
IX_10_56,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10079,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014072
IX_10_55,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10078,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014071
IX_10_54,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10077,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014070
IX_10_53,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10076,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014069
IX_10_52,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10075,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014068
IX_10_51,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9842,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014067
IX_10_50,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10028,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014066
IX_10_49,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10027,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014065
IX_10_48,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10026,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014064
IX_10_47,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10025,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014063
IX_10_46,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=10024,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014062
IX_10_45,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9934,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014061
IX_10_44,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=9929,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2014060
