convocation,session,order_no,transcript_url,recording_url
X,12,112,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015927,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17510
X,12,111,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015926,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17499
X,12,110,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015925,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17498
X,12,109,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015924,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17490
X,12,108,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015923,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17497
X,12,107,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015922,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17504
X,12,106,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015921,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17509
X,12,105,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015920,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16298
X,12,104,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015919,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17487
X,12,103,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015918,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16280
X,12,102,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015917,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17482
X,12,101,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015916,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17481
X,12,100,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015915,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16304
X,12,99,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015914,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17489
X,12,98,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015913,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16283
X,12,97,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015912,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16277
X,12,96,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015911,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16260
X,12,95,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015910,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16194
X,12,94,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015909,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17447
X,12,93,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015908,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16267
X,12,92,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015907,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17485
X,12,91,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015906,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16273
X,12,90,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015905,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17479
X,12,89,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015904,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17478
X,12,88,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015903,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17496
X,12,87,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015902,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16269
X,12,86,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015899,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16271
X,12,85,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015898,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17463
X,12,84,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015896,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16266
X,12,83,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015895,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16261
X,12,82,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015894,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17446
X,12,81,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015893,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17470
X,12,80,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015892,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17469
X,12,79,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015891,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17468
X,12,78,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015890,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17467
X,12,77,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015889,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17459
X,12,76,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015888,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17461
X,12,75,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015887,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17466
X,12,74,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015886,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16262
X,12,73,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015885,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=17460
X,12,72,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015884,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16193
X,12,71,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015883,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16429
X,12,70,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015882,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16403
X,12,69,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015881,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16205
X,12,68,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015880,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16202
X,12,67,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015879,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16263
X,12,66,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015878,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16259
X,12,65,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015877,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16258
X,12,64,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015876,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16257
X,12,63,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015875,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16256
X,12,62,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015874,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16255
X,12,61,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015873,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16254
X,12,60,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015872,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16253
X,12,59,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015871,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16252
X,12,58,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015870,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16251
X,12,57,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015869,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16250
X,12,56,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015868,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16249
X,12,55,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015867,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16248
X,12,54,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015866,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16247
X,12,53,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015865,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16246
X,12,52,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015864,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16245
X,12,51,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015863,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16244
X,12,50,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015862,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16243
X,12,49,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015861,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16242
X,12,48,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015860,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16241
X,12,47,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015858,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16240
X,12,46,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015857,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16239
X,12,45,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015856,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16238
X,12,44,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015855,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16237
X,12,43,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015854,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16236
X,12,42,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015853,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16235
X,12,41,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015852,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16234
X,12,40,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015851,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16233
X,12,39,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015850,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16232
X,12,38,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015849,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16231
X,12,37,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015848,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16230
X,12,36,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015847,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16229
X,12,35,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015846,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16228
X,12,34,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015845,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16227
X,12,33,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015844,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16226
X,12,32,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015843,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16225
X,12,31,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015842,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16224
X,12,30,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015841,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16223
X,12,29,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015840,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16222
X,12,28,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015839,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16221
X,12,27,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015838,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16220
X,12,26,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015837,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16219
X,12,25,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015836,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16218
X,12,24,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015835,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16217
X,12,23,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015834,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16216
X,12,22,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015833,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16215
X,12,21,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015832,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16214
X,12,20,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015831,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16213
X,12,19,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015830,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16212
X,12,18,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015829,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16211
X,12,17,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015828,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16210
X,12,16,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015827,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16209
X,12,15,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015826,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16208
X,12,14,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015825,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16207
X,12,13,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015824,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16206
X,12,12,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015823,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16204
X,12,11,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015822,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16203
X,12,10,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015821,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16201
X,12,9,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015820,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16200
X,12,8,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015819,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16199
X,12,7,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015818,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16198
X,12,6,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015817,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16197
X,12,5,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015816,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16196
X,12,4,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015807,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16275
X,12,3,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015806,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16274
X,12,2,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015799,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16195
X,12,1,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015798,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=16430
X,12,-,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015797,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15917
X,11,103,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015795,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15909
X,11,102,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015794,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15910
X,11,101,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015793,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15892
X,11,100,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015792,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15895
X,11,99,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015791,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15894
X,11,98,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015790,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15912
X,11,97,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015789,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15825
X,11,96,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015788,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15905
X,11,95,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015787,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15904
X,11,94,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015786,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15893
X,11,93,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015785,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15897
X,11,92,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015784,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15884
X,11,91,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015783,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15849
X,11,90,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015782,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15879
X,11,89,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015781,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15880
X,11,88,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015780,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15864
X,11,87,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015779,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15863
X,11,86,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015778,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15875
X,11,85,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015777,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15878
X,11,84,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015776,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15860
X,11,83,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015775,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15876
X,11,82,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015774,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15877
X,11,81,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015773,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15874
X,11,80,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015772,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15873
X,11,79,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015771,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15830
X,11,78,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015770,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15744
X,11,77,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015769,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15757
X,11,76,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015768,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15754
X,11,75,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015767,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15751
X,11,74,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015766,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15839
X,11,73,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015765,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15852
X,11,72,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015764,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15836
X,11,71,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015763,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15842
X,11,70,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015762,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15843
X,11,69,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015761,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15819
X,11,68,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015760,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15818
X,11,67,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015759,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15660
X,11,66,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015758,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15846
X,11,65,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015757,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15845
X,11,64,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015756,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15844
X,11,63,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015755,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15841
X,11,62,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015754,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15840
X,11,61,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015753,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15753
X,11,60,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015752,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15765
X,11,59,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015751,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15764
X,11,58,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015750,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15761
X,11,57,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015749,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15837
X,11,56,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015748,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15655
X,11,55,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015747,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15641
X,11,54,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015746,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15820
X,11,53,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015745,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15798
X,11,52,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015744,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15642
X,11,51,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015743,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15791
X,11,50,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015742,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15659
X,11,49,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015741,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15821
X,11,48,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015740,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15816
X,11,47,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015739,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15822
X,11,46,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015738,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15815
X,11,45,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015736,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15742
X,11,44,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015735,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15817
X,11,43,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015734,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15786
X,11,42,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015733,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15650
X,11,41,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015732,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15819
X,11,40,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015731,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15818
X,11,39,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015729,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15828
X,11,38,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015727,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15785
X,11,37,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015726,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15639
X,11,36,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015725,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15784
X,11,35,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015724,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15823
X,11,34,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015723,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15790
X,11,33,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015722,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15814
X,11,32,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015721,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15813
X,11,31,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015720,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15812
X,11,30,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015719,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=
X,11,29,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015718,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=
X,11,28,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015716,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15799
X,11,27,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015715,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15680
X,11,26,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=2015714,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=15800
