convocation,session,order_no,transcript_url,recording_url
VII,17,106,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15576,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7131
VII,17,105,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15575,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7130
VII,17,104,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15574,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7129
VII,17,103,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15573,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7128
VII,17,102,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15572,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7127
VII,17,101,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15571,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7126
VII,17,100,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15570,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7135
VII,17,99,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15569,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7125
VII,17,98,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15566,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7114
VII,17,97,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15565,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7113
VII,17,96,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15564,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7148
VII,17,95,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15563,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7107
VII,17,94,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15561,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7100
VII,17,93,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15560,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7116
VII,17,92,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15559,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7082
VII,17,91,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15558,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7119
VII,17,90,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15557,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7118
VII,17,89,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15556,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7061
VII,17,88,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15555,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7060
VII,17,87,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15554,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7104
VII,17,86,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15553,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7109
VII,17,85,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15552,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7105
VII,17,84,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15551,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7110
VII,17,83,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15547,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7111
VII,17,82,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15546,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7101
VII,17,81,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15545,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7106
VII,17,80,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15544,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7108
VII,17,79,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15543,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7097
VII,17,78,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15542,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7098
VII,17,77,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15541,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7099
VII,17,76,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15539,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7065
VII,17,75,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15537,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7103
VII,17,74,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15536,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7102
VII,17,73,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15535,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7064
VII,17,72,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15533,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7001
VII,17,71,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15531,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7087
VII,17,70,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15530,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7086
VII,17,69,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15529,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6963
VII,17,68,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15528,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7042
VII,17,67,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15527,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7083
VII,17,66,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15526,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7019
VII,17,65,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15525,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7066
VII,17,64,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15521,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7000
VII,17,63,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15520,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7085
VII,17,62,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15518,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7084
VII,17,61,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15516,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7075
VII,17,60,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15515,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7004
VII,17,59,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15512,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7041
VII,17,58,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15511,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7002
VII,17,57,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15510,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6998
VII,17,56,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15509,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6999
VII,17,55,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15506,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7037
VII,17,54,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15505,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7040
VII,17,53,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15504,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6972
VII,17,52,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15503,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7059
VII,17,51,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15502,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7056
VII,17,50,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15501,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7055
VII,17,49,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15500,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7058
VII,17,48,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15499,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7057
VII,17,47,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15497,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6993
VII,17,46,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15490,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6997
VII,17,45,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15489,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7013
VII,17,44,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15488,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6992
VII,17,43,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15487,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7067
VII,17,42,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15486,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7054
VII,17,41,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15485,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6989
VII,17,40,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15484,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7050
VII,17,39,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15483,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6991
VII,17,38,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15482,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6990
VII,17,37,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15478,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7049
VII,17,36,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15475,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7039
VII,17,35,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15474,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6988
VII,17,34,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15473,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6984
VII,17,33,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15472,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7012
VII,17,32,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15471,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6985
VII,17,31,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15470,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6981
VII,17,30,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15469,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6996
VII,17,29,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15468,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7036
VII,17,28,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15467,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7051
VII,17,27,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15466,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6983
VII,17,26,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15465,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6982
VII,17,25,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15463,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6987
VII,17,24,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15462,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6986
VII,17,23,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15461,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7045
VII,17,22,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15460,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6980
VII,17,21,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15459,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6979
VII,17,20,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15458,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6978
VII,17,19,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15457,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6977
VII,17,18,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15456,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6976
VII,17,17,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15455,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6975
VII,17,16,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15454,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6974
VII,17,15,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15451,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7048
VII,17,14,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15450,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6994
VII,17,13,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15445,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6970
VII,17,12,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15444,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6969
VII,17,11,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15443,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6973
VII,17,10,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15442,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6971
VII,17,9,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15441,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6995
VII,17,8,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15439,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7035
VII,17,7,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15438,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=7038
VII,17,6,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15437,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6968
VII,17,5,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15433,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6967
VII,17,4,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15432,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6966
VII,17,3,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15431,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6965
VII,17,2,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15430,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6964
VII,17,1,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15429,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6962
VII,17,-,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15428,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6958
VII,16,94,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15352,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6913
VII,16,93,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15422,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6911
VII,16,92,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15420,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6819
VII,16,91,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15419,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6936
VII,16,90,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15418,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6801
VII,16,89,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15415,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6940
VII,16,88,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15414,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6939
VII,16,87,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15413,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6933
VII,16,86,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15412,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6932
VII,16,85,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15409,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6812
VII,16,84,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15407,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6818
VII,16,83,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15406,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6923
VII,16,82,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15405,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6817
VII,16,81,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15404,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6816
VII,16,80,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15403,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6815
VII,16,79,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15402,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6937
VII,16,78,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15401,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6922
VII,16,77,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15400,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6797
VII,16,76,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15399,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6906
VII,16,75,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15398,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6920
VII,16,74,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15397,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6919
VII,16,73,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15396,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6868
VII,16,72,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15394,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6811
VII,16,71,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15393,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6810
VII,16,70,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15392,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6809
VII,16,69,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15391,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6907
VII,16,68,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15390,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6905
VII,16,67,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15389,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6904
VII,16,66,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15387,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6814
VII,16,65,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15386,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6899
VII,16,64,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15385,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6903
VII,16,63,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15384,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6902
VII,16,62,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15383,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6901
VII,16,61,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15382,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6898
VII,16,60,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15380,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6921
VII,16,59,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15379,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6885
VII,16,58,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15378,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6829
VII,16,57,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15377,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6828
VII,16,56,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15376,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6827
VII,16,55,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15375,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6826
VII,16,54,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15374,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6900
VII,16,53,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15373,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6887
VII,16,52,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15372,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6880
VII,16,51,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15371,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6879
VII,16,50,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15370,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6897
VII,16,49,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15351,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6869
VII,16,48,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15350,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6883
VII,16,47,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15349,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6806
VII,16,46,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15348,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6882
VII,16,45,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15347,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6805
VII,16,44,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15346,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6791
VII,16,43,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15344,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6792
VII,16,42,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15341,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6857
VII,16,41,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15340,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6858
VII,16,40,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15339,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6886
VII,16,39,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15338,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6864
VII,16,38,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15337,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6863
VII,16,37,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15336,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6865
VII,16,36,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15335,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6867
VII,16,35,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15334,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6884
VII,16,34,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15333,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6862
VII,16,33,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15332,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6881
VII,16,32,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15331,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6861
VII,16,31,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15330,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6856
VII,16,30,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15329,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6790
VII,16,29,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15328,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6789
VII,16,28,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15327,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6804
VII,16,27,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15324,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6798
VII,16,26,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15323,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6855
VII,16,25,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15322,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6793
VII,16,24,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15321,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6788
VII,16,23,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15320,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6866
VII,16,22,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15319,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6794
VII,16,21,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15317,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6854
VII,16,20,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15316,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6852
VII,16,19,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15315,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6853
VII,16,18,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15314,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6787
VII,16,17,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15313,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6781
VII,16,16,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15312,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6849
VII,16,15,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15311,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6870
VII,16,14,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15310,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6851
VII,16,13,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15309,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6795
VII,16,12,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15308,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6796
VII,16,11,https://edoc.sabor.hr/Views/FonogramView.aspx?tdrid=15307,https://edoc.sabor.hr/VideoTDR.aspx?tdrid=6784
