date,sitting_number,html_link,pdf_link,month,legislation,year
Giovedì 08 Novembre 2018,56,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1080523,https://www.senato.it/service/PDF/PDFServer/BGT/1080523.pdf,Novembre,18,2018
Mercoledì 07 Novembre 2018,55,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1080082,https://www.senato.it/service/PDF/PDFServer/BGT/1080082.pdf,Novembre,18,2018
Martedì 06 Novembre 2018,54,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1079973,https://www.senato.it/service/PDF/PDFServer/BGT/1079973.pdf,Novembre,18,2018
Lunedì 05 Novembre 2018,53,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1079919,https://www.senato.it/service/PDF/PDFServer/BGT/1079919.pdf,Novembre,18,2018
Giovedì 25 Ottobre 2018,52,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1078786,https://www.senato.it/service/PDF/PDFServer/BGT/1078786.pdf,Ottobre,18,2018
Mercoledì 24 Ottobre 2018,51,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1078690,https://www.senato.it/service/PDF/PDFServer/BGT/1078690.pdf,Ottobre,18,2018
Martedì 23 Ottobre 2018,50,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1078627,https://www.senato.it/service/PDF/PDFServer/BGT/1078627.pdf,Ottobre,18,2018
Giovedì 18 Ottobre 2018,49,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1077406,https://www.senato.it/service/PDF/PDFServer/BGT/1077406.pdf,Ottobre,18,2018
Mercoledì 17 Ottobre 2018,48,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1077378,https://www.senato.it/service/PDF/PDFServer/BGT/1077378.pdf,Ottobre,18,2018
Martedì 16 Ottobre 2018,47,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1077191,https://www.senato.it/service/PDF/PDFServer/BGT/1077191.pdf,Ottobre,18,2018
Giovedì 11 Ottobre 2018,46,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1077147,https://www.senato.it/service/PDF/PDFServer/BGT/1077147.pdf,Ottobre,18,2018
Martedì 09 Ottobre 2018,45,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1076717,https://www.senato.it/service/PDF/PDFServer/BGT/1076717.pdf,Ottobre,18,2018
Giovedì 04 Ottobre 2018,44,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1076516,https://www.senato.it/service/PDF/PDFServer/BGT/1076516.pdf,Ottobre,18,2018
Mercoledì 03 Ottobre 2018,43,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1076413,https://www.senato.it/service/PDF/PDFServer/BGT/1076413.pdf,Ottobre,18,2018
Martedì 02 Ottobre 2018,42,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1076403,https://www.senato.it/service/PDF/PDFServer/BGT/1076403.pdf,Ottobre,18,2018
Giovedì 27 Settembre 2018,41,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1076299,https://www.senato.it/service/PDF/PDFServer/BGT/1076299.pdf,Settembre,18,2018
Mercoledì 26 Settembre 2018,40,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1076270,https://www.senato.it/service/PDF/PDFServer/BGT/1076270.pdf,Settembre,18,2018
Martedì 25 Settembre 2018,39,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1076211,https://www.senato.it/service/PDF/PDFServer/BGT/1076211.pdf,Settembre,18,2018
Giovedì 20 Settembre 2018,38,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1075887,https://www.senato.it/service/PDF/PDFServer/BGT/1075887.pdf,Settembre,18,2018
Mercoledì 19 Settembre 2018,37,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1075841,https://www.senato.it/service/PDF/PDFServer/BGT/1075841.pdf,Settembre,18,2018
Giovedì 13 Settembre 2018,36,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1074656,https://www.senato.it/service/PDF/PDFServer/BGT/1074656.pdf,Settembre,18,2018
Mercoledì 12 Settembre 2018,35,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1074618,https://www.senato.it/service/PDF/PDFServer/BGT/1074618.pdf,Settembre,18,2018
Martedì 11 Settembre 2018,34,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1074570,https://www.senato.it/service/PDF/PDFServer/BGT/1074570.pdf,Settembre,18,2018
Martedì 07 Agosto 2018,33,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1074347,https://www.senato.it/service/PDF/PDFServer/BGT/1074347.pdf,Agosto,18,2018
Lunedì 06 Agosto 2018,32,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1074253,https://www.senato.it/service/PDF/PDFServer/BGT/1074253.pdf,Agosto,18,2018
Venerdì 03 Agosto 2018,31,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1071879,https://www.senato.it/service/PDF/PDFServer/BGT/1071879.pdf,Agosto,18,2018
Giovedì 02 Agosto 2018,30,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1071678,https://www.senato.it/service/PDF/PDFServer/BGT/1071678.pdf,Agosto,18,2018
Martedì 31 Luglio 2018,29,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1070217,https://www.senato.it/service/PDF/PDFServer/BGT/1070217.pdf,Luglio,18,2018
Lunedì 30 Luglio 2018,28,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1070189,https://www.senato.it/service/PDF/PDFServer/BGT/1070189.pdf,Luglio,18,2018
Giovedì 26 Luglio 2018,27,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1069813,https://www.senato.it/service/PDF/PDFServer/BGT/1069813.pdf,Luglio,18,2018
Mercoledì 25 Luglio 2018,26,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1069733,https://www.senato.it/service/PDF/PDFServer/BGT/1069733.pdf,Luglio,18,2018
Martedì 24 Luglio 2018,25,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1069634,https://www.senato.it/service/PDF/PDFServer/BGT/1069634.pdf,Luglio,18,2018
Giovedì 19 Luglio 2018,24,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1069491,https://www.senato.it/service/PDF/PDFServer/BGT/1069491.pdf,Luglio,18,2018
Mercoledì 18 Luglio 2018,23,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1069467,https://www.senato.it/service/PDF/PDFServer/BGT/1069467.pdf,Luglio,18,2018
Martedì 17 Luglio 2018,22,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1069419,https://www.senato.it/service/PDF/PDFServer/BGT/1069419.pdf,Luglio,18,2018
Giovedì 12 Luglio 2018,21,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1069286,https://www.senato.it/service/PDF/PDFServer/BGT/1069286.pdf,Luglio,18,2018
Mercoledì 11 Luglio 2018,20,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1069254,https://www.senato.it/service/PDF/PDFServer/BGT/1069254.pdf,Luglio,18,2018
Martedì 10 Luglio 2018,19,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1069203,https://www.senato.it/service/PDF/PDFServer/BGT/1069203.pdf,Luglio,18,2018
Mercoledì 04 Luglio 2018,18,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1069112,https://www.senato.it/service/PDF/PDFServer/BGT/1069112.pdf,Luglio,18,2018
Martedì 03 Luglio 2018,17,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1069072,https://www.senato.it/service/PDF/PDFServer/BGT/1069072.pdf,Luglio,18,2018
Giovedì 28 Giugno 2018,16,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1068999,https://www.senato.it/service/PDF/PDFServer/BGT/1068999.pdf,Giugno,18,2018
Mercoledì 27 Giugno 2018,15,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1068914,https://www.senato.it/service/PDF/PDFServer/BGT/1068914.pdf,Giugno,18,2018
Martedì 26 Giugno 2018,14,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1068879,https://www.senato.it/service/PDF/PDFServer/BGT/1068879.pdf,Giugno,18,2018
Giovedì 21 Giugno 2018,13,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1068746,https://www.senato.it/service/PDF/PDFServer/BGT/1068746.pdf,Giugno,18,2018
Martedì 19 Giugno 2018,12,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1068319,https://www.senato.it/service/PDF/PDFServer/BGT/1068319.pdf,Giugno,18,2018
Mercoledì 13 Giugno 2018,11,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1067790,https://www.senato.it/service/PDF/PDFServer/BGT/1067790.pdf,Giugno,18,2018
Martedì 12 Giugno 2018,10,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1067749,https://www.senato.it/service/PDF/PDFServer/BGT/1067749.pdf,Giugno,18,2018
Martedì 05 Giugno 2018,9,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1067706,https://www.senato.it/service/PDF/PDFServer/BGT/1067706.pdf,Giugno,18,2018
Mercoledì 30 Maggio 2018,8,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1067609,https://www.senato.it/service/PDF/PDFServer/BGT/1067609.pdf,Maggio,18,2018
Martedì 29 Maggio 2018,7,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1067582,https://www.senato.it/service/PDF/PDFServer/BGT/1067582.pdf,Maggio,18,2018
Mercoledì 02 Maggio 2018,6,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1067182,https://www.senato.it/service/PDF/PDFServer/BGT/1067182.pdf,Maggio,18,2018
Martedì 17 Aprile 2018,5,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1067089,https://www.senato.it/service/PDF/PDFServer/BGT/1067089.pdf,Aprile,18,2018
Mercoledì 11 Aprile 2018,4,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1066978,https://www.senato.it/service/PDF/PDFServer/BGT/1066978.pdf,Aprile,18,2018
Mercoledì 28 Marzo 2018,3,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1066893,https://www.senato.it/service/PDF/PDFServer/BGT/1066893.pdf,Marzo,18,2018
Sabato 24 Marzo 2018,2,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1066824,https://www.senato.it/service/PDF/PDFServer/BGT/1066824.pdf,Marzo,18,2018
Venerdì 23 Marzo 2018,1,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1066733,https://www.senato.it/service/PDF/PDFServer/BGT/1066733.pdf,Marzo,18,2018
Giovedì 19 Dicembre 2019,178,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1141204,https://www.senato.it/service/PDF/PDFServer/BGT/1141204.pdf,Dicembre,18,2019
Mercoledì 18 Dicembre 2019,177,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1141148,https://www.senato.it/service/PDF/PDFServer/BGT/1141148.pdf,Dicembre,18,2019
Martedì 17 Dicembre 2019,176,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1141099,https://www.senato.it/service/PDF/PDFServer/BGT/1141099.pdf,Dicembre,18,2019
Lunedì 16 Dicembre 2019,175,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1141021,https://www.senato.it/service/PDF/PDFServer/BGT/1141021.pdf,Dicembre,18,2019
Venerdì 13 Dicembre 2019,174,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1140941,https://www.senato.it/service/PDF/PDFServer/BGT/1140941.pdf,Dicembre,18,2019
Giovedì 12 Dicembre 2019,173,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1135445,https://www.senato.it/service/PDF/PDFServer/BGT/1135445.pdf,Dicembre,18,2019
Mercoledì 11 Dicembre 2019,172,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1135009,https://www.senato.it/service/PDF/PDFServer/BGT/1135009.pdf,Dicembre,18,2019
Lunedì 09 Dicembre 2019,171,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1133834,https://www.senato.it/service/PDF/PDFServer/BGT/1133834.pdf,Dicembre,18,2019
Martedì 03 Dicembre 2019,170,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1132740,https://www.senato.it/service/PDF/PDFServer/BGT/1132740.pdf,Dicembre,18,2019
Lunedì 02 Dicembre 2019,169,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1132695,https://www.senato.it/service/PDF/PDFServer/BGT/1132695.pdf,Dicembre,18,2019
Giovedì 21 Novembre 2019,168,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1129322,https://www.senato.it/service/PDF/PDFServer/BGT/1129322.pdf,Novembre,18,2019
Mercoledì 20 Novembre 2019,167,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1128261,https://www.senato.it/service/PDF/PDFServer/BGT/1128261.pdf,Novembre,18,2019
Martedì 19 Novembre 2019,166,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1127122,https://www.senato.it/service/PDF/PDFServer/BGT/1127122.pdf,Novembre,18,2019
Martedì 12 Novembre 2019,165,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1126827,https://www.senato.it/service/PDF/PDFServer/BGT/1126827.pdf,Novembre,18,2019
Giovedì 07 Novembre 2019,164,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1126607,https://www.senato.it/service/PDF/PDFServer/BGT/1126607.pdf,Novembre,18,2019
Mercoledì 06 Novembre 2019,163,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1126175,https://www.senato.it/service/PDF/PDFServer/BGT/1126175.pdf,Novembre,18,2019
Martedì 05 Novembre 2019,162,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1125898,https://www.senato.it/service/PDF/PDFServer/BGT/1125898.pdf,Novembre,18,2019
Giovedì 31 Ottobre 2019,161,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1125295,https://www.senato.it/service/PDF/PDFServer/BGT/1125295.pdf,Ottobre,18,2019
Mercoledì 30 Ottobre 2019,160,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1125229,https://www.senato.it/service/PDF/PDFServer/BGT/1125229.pdf,Ottobre,18,2019
Martedì 29 Ottobre 2019,159,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1125167,https://www.senato.it/service/PDF/PDFServer/BGT/1125167.pdf,Ottobre,18,2019
Mercoledì 23 Ottobre 2019,158,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1124985,https://www.senato.it/service/PDF/PDFServer/BGT/1124985.pdf,Ottobre,18,2019
Martedì 22 Ottobre 2019,157,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1124924,https://www.senato.it/service/PDF/PDFServer/BGT/1124924.pdf,Ottobre,18,2019
Mercoledì 16 Ottobre 2019,156,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1124531,https://www.senato.it/service/PDF/PDFServer/BGT/1124531.pdf,Ottobre,18,2019
Martedì 15 Ottobre 2019,155,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1124481,https://www.senato.it/service/PDF/PDFServer/BGT/1124481.pdf,Ottobre,18,2019
Giovedì 10 Ottobre 2019,154,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1124360,https://www.senato.it/service/PDF/PDFServer/BGT/1124360.pdf,Ottobre,18,2019
Mercoledì 09 Ottobre 2019,153,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1124308,https://www.senato.it/service/PDF/PDFServer/BGT/1124308.pdf,Ottobre,18,2019
Martedì 08 Ottobre 2019,152,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1124200,https://www.senato.it/service/PDF/PDFServer/BGT/1124200.pdf,Ottobre,18,2019
Mercoledì 25 Settembre 2019,151,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1123669,https://www.senato.it/service/PDF/PDFServer/BGT/1123669.pdf,Settembre,18,2019
Martedì 24 Settembre 2019,150,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1123592,https://www.senato.it/service/PDF/PDFServer/BGT/1123592.pdf,Settembre,18,2019
Martedì 17 Settembre 2019,149,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1123434,https://www.senato.it/service/PDF/PDFServer/BGT/1123434.pdf,Settembre,18,2019
Martedì 10 Settembre 2019,148,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1123342,https://www.senato.it/service/PDF/PDFServer/BGT/1123342.pdf,Settembre,18,2019
Lunedì 09 Settembre 2019,147,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1123318,https://www.senato.it/service/PDF/PDFServer/BGT/1123318.pdf,Settembre,18,2019
Martedì 20 Agosto 2019,146,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1123287,https://www.senato.it/service/PDF/PDFServer/BGT/1123287.pdf,Agosto,18,2019
Martedì 13 Agosto 2019,145,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1123280,https://www.senato.it/service/PDF/PDFServer/BGT/1123280.pdf,Agosto,18,2019
Mercoledì 07 Agosto 2019,144,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1123223,https://www.senato.it/service/PDF/PDFServer/BGT/1123223.pdf,Agosto,18,2019
Martedì 06 Agosto 2019,143,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1123215,https://www.senato.it/service/PDF/PDFServer/BGT/1123215.pdf,Agosto,18,2019
Lunedì 05 Agosto 2019,142,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1123152,https://www.senato.it/service/PDF/PDFServer/BGT/1123152.pdf,Agosto,18,2019
Giovedì 01 Agosto 2019,141,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1121838,https://www.senato.it/service/PDF/PDFServer/BGT/1121838.pdf,Agosto,18,2019
Mercoledì 31 Luglio 2019,140,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1120170,https://www.senato.it/service/PDF/PDFServer/BGT/1120170.pdf,Luglio,18,2019
Martedì 30 Luglio 2019,139,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1119956,https://www.senato.it/service/PDF/PDFServer/BGT/1119956.pdf,Luglio,18,2019
Giovedì 25 Luglio 2019,138,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1119720,https://www.senato.it/service/PDF/PDFServer/BGT/1119720.pdf,Luglio,18,2019
Mercoledì 24 Luglio 2019,137,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1119306,https://www.senato.it/service/PDF/PDFServer/BGT/1119306.pdf,Luglio,18,2019
Martedì 23 Luglio 2019,136,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1119159,https://www.senato.it/service/PDF/PDFServer/BGT/1119159.pdf,Luglio,18,2019
Giovedì 18 Luglio 2019,135,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1118977,https://www.senato.it/service/PDF/PDFServer/BGT/1118977.pdf,Luglio,18,2019
Mercoledì 17 Luglio 2019,134,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1118908,https://www.senato.it/service/PDF/PDFServer/BGT/1118908.pdf,Luglio,18,2019
Martedì 16 Luglio 2019,133,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1118808,https://www.senato.it/service/PDF/PDFServer/BGT/1118808.pdf,Luglio,18,2019
Giovedì 11 Luglio 2019,132,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=18&id=1118651,https://www.senato.it/service/PDF/PDFServer/BGT/1118651.pdf,Luglio,18,2019
