date,sitting_number,html_link,pdf_link,month,legislation,year
Mercoledì 11 Ottobre 2006,50,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=220466,https://www.senato.it/service/PDF/PDFServer/BGT/220466.pdf,Ottobre,15,2006
Mercoledì 11 Ottobre 2006,51,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=220480,https://www.senato.it/service/PDF/PDFServer/BGT/220480.pdf,Ottobre,15,2006
Martedì 10 Ottobre 2006,49,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=220443,https://www.senato.it/service/PDF/PDFServer/BGT/220443.pdf,Ottobre,15,2006
Giovedì 05 Ottobre 2006,47,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=220205,https://www.senato.it/service/PDF/PDFServer/BGT/220205.pdf,Ottobre,15,2006
Giovedì 05 Ottobre 2006,48,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=220221,https://www.senato.it/service/PDF/PDFServer/BGT/220221.pdf,Ottobre,15,2006
Mercoledì 04 Ottobre 2006,45,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=220146,https://www.senato.it/service/PDF/PDFServer/BGT/220146.pdf,Ottobre,15,2006
Mercoledì 04 Ottobre 2006,46,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=220191,https://www.senato.it/service/PDF/PDFServer/BGT/220191.pdf,Ottobre,15,2006
Martedì 03 Ottobre 2006,43,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=220115,https://www.senato.it/service/PDF/PDFServer/BGT/220115.pdf,Ottobre,15,2006
Martedì 03 Ottobre 2006,44,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=220125,https://www.senato.it/service/PDF/PDFServer/BGT/220125.pdf,Ottobre,15,2006
Giovedì 28 Settembre 2006,41,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=219920,https://www.senato.it/service/PDF/PDFServer/BGT/219920.pdf,Settembre,15,2006
Giovedì 28 Settembre 2006,42,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=219923,https://www.senato.it/service/PDF/PDFServer/BGT/219923.pdf,Settembre,15,2006
Mercoledì 27 Settembre 2006,39,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=219833,https://www.senato.it/service/PDF/PDFServer/BGT/219833.pdf,Settembre,15,2006
Mercoledì 27 Settembre 2006,40,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=219870,https://www.senato.it/service/PDF/PDFServer/BGT/219870.pdf,Settembre,15,2006
Martedì 26 Settembre 2006,38,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=219824,https://www.senato.it/service/PDF/PDFServer/BGT/219824.pdf,Settembre,15,2006
Giovedì 21 Settembre 2006,36,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=219731,https://www.senato.it/service/PDF/PDFServer/BGT/219731.pdf,Settembre,15,2006
Giovedì 21 Settembre 2006,37,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=219732,https://www.senato.it/service/PDF/PDFServer/BGT/219732.pdf,Settembre,15,2006
Mercoledì 20 Settembre 2006,34,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=219668,https://www.senato.it/service/PDF/PDFServer/BGT/219668.pdf,Settembre,15,2006
Mercoledì 20 Settembre 2006,35,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=219703,https://www.senato.it/service/PDF/PDFServer/BGT/219703.pdf,Settembre,15,2006
Martedì 19 Settembre 2006,33,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=219644,https://www.senato.it/service/PDF/PDFServer/BGT/219644.pdf,Settembre,15,2006
Venerdì 01 Settembre 2006,32,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=219192,https://www.senato.it/service/PDF/PDFServer/BGT/219192.pdf,Settembre,15,2006
Martedì 22 Agosto 2006,31,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=219183,https://www.senato.it/service/PDF/PDFServer/BGT/219183.pdf,Agosto,15,2006
Mercoledì 02 Agosto 2006,30,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=219128,https://www.senato.it/service/PDF/PDFServer/BGT/219128.pdf,Agosto,15,2006
Sabato 29 Luglio 2006,29,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=218835,https://www.senato.it/service/PDF/PDFServer/BGT/218835.pdf,Luglio,15,2006
Venerdì 28 Luglio 2006,28,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=215779,https://www.senato.it/service/PDF/PDFServer/BGT/215779.pdf,Luglio,15,2006
Giovedì 27 Luglio 2006,27,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=215751,https://www.senato.it/service/PDF/PDFServer/BGT/215751.pdf,Luglio,15,2006
Mercoledì 26 Luglio 2006,25,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=215684,https://www.senato.it/service/PDF/PDFServer/BGT/215684.pdf,Luglio,15,2006
Mercoledì 26 Luglio 2006,26,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=215692,https://www.senato.it/service/PDF/PDFServer/BGT/215692.pdf,Luglio,15,2006
Martedì 25 Luglio 2006,24,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=215538,https://www.senato.it/service/PDF/PDFServer/BGT/215538.pdf,Luglio,15,2006
Lunedì 24 Luglio 2006,23,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=215055,https://www.senato.it/service/PDF/PDFServer/BGT/215055.pdf,Luglio,15,2006
Giovedì 20 Luglio 2006,22,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=211404,https://www.senato.it/service/PDF/PDFServer/BGT/211404.pdf,Luglio,15,2006
Mercoledì 19 Luglio 2006,20,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=211352,https://www.senato.it/service/PDF/PDFServer/BGT/211352.pdf,Luglio,15,2006
Mercoledì 19 Luglio 2006,21,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=211376,https://www.senato.it/service/PDF/PDFServer/BGT/211376.pdf,Luglio,15,2006
Martedì 18 Luglio 2006,19,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=210955,https://www.senato.it/service/PDF/PDFServer/BGT/210955.pdf,Luglio,15,2006
Giovedì 13 Luglio 2006,18,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=210836,https://www.senato.it/service/PDF/PDFServer/BGT/210836.pdf,Luglio,15,2006
Mercoledì 12 Luglio 2006,16,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=210801,https://www.senato.it/service/PDF/PDFServer/BGT/210801.pdf,Luglio,15,2006
Mercoledì 12 Luglio 2006,17,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=210822,https://www.senato.it/service/PDF/PDFServer/BGT/210822.pdf,Luglio,15,2006
Martedì 11 Luglio 2006,15,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=210749,https://www.senato.it/service/PDF/PDFServer/BGT/210749.pdf,Luglio,15,2006
Lunedì 10 Luglio 2006,14,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=210285,https://www.senato.it/service/PDF/PDFServer/BGT/210285.pdf,Luglio,15,2006
Mercoledì 05 Luglio 2006,13,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=210267,https://www.senato.it/service/PDF/PDFServer/BGT/210267.pdf,Luglio,15,2006
Martedì 04 Luglio 2006,12,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=210222,https://www.senato.it/service/PDF/PDFServer/BGT/210222.pdf,Luglio,15,2006
Mercoledì 28 Giugno 2006,11,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=210141,https://www.senato.it/service/PDF/PDFServer/BGT/210141.pdf,Giugno,15,2006
Martedì 27 Giugno 2006,9,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=210110,https://www.senato.it/service/PDF/PDFServer/BGT/210110.pdf,Giugno,15,2006
Martedì 27 Giugno 2006,10,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=210120,https://www.senato.it/service/PDF/PDFServer/BGT/210120.pdf,Giugno,15,2006
Martedì 13 Giugno 2006,8,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=209244,https://www.senato.it/service/PDF/PDFServer/BGT/209244.pdf,Giugno,15,2006
Mercoledì 31 Maggio 2006,7,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=208979,https://www.senato.it/service/PDF/PDFServer/BGT/208979.pdf,Maggio,15,2006
Venerdì 19 Maggio 2006,6,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=208760,https://www.senato.it/service/PDF/PDFServer/BGT/208760.pdf,Maggio,15,2006
Giovedì 18 Maggio 2006,4,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=208736,https://www.senato.it/service/PDF/PDFServer/BGT/208736.pdf,Maggio,15,2006
Giovedì 18 Maggio 2006,5,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=208746,https://www.senato.it/service/PDF/PDFServer/BGT/208746.pdf,Maggio,15,2006
Giovedì 04 Maggio 2006,3,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=206683,https://www.senato.it/service/PDF/PDFServer/BGT/206683.pdf,Maggio,15,2006
Sabato 29 Aprile 2006,2,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=206679,https://www.senato.it/service/PDF/PDFServer/BGT/206679.pdf,Aprile,15,2006
Venerdì 28 Aprile 2006,1,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=206678,https://www.senato.it/service/PDF/PDFServer/BGT/206678.pdf,Aprile,15,2006
Venerdì 21 Dicembre 2007,273,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=297125,https://www.senato.it/service/PDF/PDFServer/BGT/297125.pdf,Dicembre,15,2007
Giovedì 20 Dicembre 2007,271,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=297062,https://www.senato.it/service/PDF/PDFServer/BGT/297062.pdf,Dicembre,15,2007
Giovedì 20 Dicembre 2007,272,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=297071,https://www.senato.it/service/PDF/PDFServer/BGT/297071.pdf,Dicembre,15,2007
Mercoledì 19 Dicembre 2007,269,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=297024,https://www.senato.it/service/PDF/PDFServer/BGT/297024.pdf,Dicembre,15,2007
Mercoledì 19 Dicembre 2007,270,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=297035,https://www.senato.it/service/PDF/PDFServer/BGT/297035.pdf,Dicembre,15,2007
Giovedì 13 Dicembre 2007,267,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=295251,https://www.senato.it/service/PDF/PDFServer/BGT/295251.pdf,Dicembre,15,2007
Giovedì 13 Dicembre 2007,268,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=295261,https://www.senato.it/service/PDF/PDFServer/BGT/295261.pdf,Dicembre,15,2007
Mercoledì 12 Dicembre 2007,265,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=294974,https://www.senato.it/service/PDF/PDFServer/BGT/294974.pdf,Dicembre,15,2007
Mercoledì 12 Dicembre 2007,266,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=295170,https://www.senato.it/service/PDF/PDFServer/BGT/295170.pdf,Dicembre,15,2007
Martedì 11 Dicembre 2007,264,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=294928,https://www.senato.it/service/PDF/PDFServer/BGT/294928.pdf,Dicembre,15,2007
Giovedì 06 Dicembre 2007,263,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=294869,https://www.senato.it/service/PDF/PDFServer/BGT/294869.pdf,Dicembre,15,2007
Mercoledì 05 Dicembre 2007,261,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=294804,https://www.senato.it/service/PDF/PDFServer/BGT/294804.pdf,Dicembre,15,2007
Mercoledì 05 Dicembre 2007,262,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=294830,https://www.senato.it/service/PDF/PDFServer/BGT/294830.pdf,Dicembre,15,2007
Martedì 04 Dicembre 2007,260,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=293289,https://www.senato.it/service/PDF/PDFServer/BGT/293289.pdf,Dicembre,15,2007
Giovedì 29 Novembre 2007,258,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=293088,https://www.senato.it/service/PDF/PDFServer/BGT/293088.pdf,Novembre,15,2007
Giovedì 29 Novembre 2007,259,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=293120,https://www.senato.it/service/PDF/PDFServer/BGT/293120.pdf,Novembre,15,2007
Mercoledì 28 Novembre 2007,256,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=293034,https://www.senato.it/service/PDF/PDFServer/BGT/293034.pdf,Novembre,15,2007
Mercoledì 28 Novembre 2007,257,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=293073,https://www.senato.it/service/PDF/PDFServer/BGT/293073.pdf,Novembre,15,2007
Martedì 27 Novembre 2007,255,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=293020,https://www.senato.it/service/PDF/PDFServer/BGT/293020.pdf,Novembre,15,2007
Giovedì 15 Novembre 2007,253,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=292550,https://www.senato.it/service/PDF/PDFServer/BGT/292550.pdf,Novembre,15,2007
Giovedì 15 Novembre 2007,254,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=292555,https://www.senato.it/service/PDF/PDFServer/BGT/292555.pdf,Novembre,15,2007
Mercoledì 14 Novembre 2007,252,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=292441,https://www.senato.it/service/PDF/PDFServer/BGT/292441.pdf,Novembre,15,2007
Martedì 13 Novembre 2007,250,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=292301,https://www.senato.it/service/PDF/PDFServer/BGT/292301.pdf,Novembre,15,2007
Martedì 13 Novembre 2007,251,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=292336,https://www.senato.it/service/PDF/PDFServer/BGT/292336.pdf,Novembre,15,2007
Lunedì 12 Novembre 2007,249,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=292239,https://www.senato.it/service/PDF/PDFServer/BGT/292239.pdf,Novembre,15,2007
Venerdì 09 Novembre 2007,247,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=292081,https://www.senato.it/service/PDF/PDFServer/BGT/292081.pdf,Novembre,15,2007
Venerdì 09 Novembre 2007,248,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=292090,https://www.senato.it/service/PDF/PDFServer/BGT/292090.pdf,Novembre,15,2007
Giovedì 08 Novembre 2007,245,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=291882,https://www.senato.it/service/PDF/PDFServer/BGT/291882.pdf,Novembre,15,2007
Giovedì 08 Novembre 2007,246,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=291941,https://www.senato.it/service/PDF/PDFServer/BGT/291941.pdf,Novembre,15,2007
Mercoledì 07 Novembre 2007,243,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=289338,https://www.senato.it/service/PDF/PDFServer/BGT/289338.pdf,Novembre,15,2007
Mercoledì 07 Novembre 2007,244,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=289354,https://www.senato.it/service/PDF/PDFServer/BGT/289354.pdf,Novembre,15,2007
Martedì 06 Novembre 2007,241,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=288483,https://www.senato.it/service/PDF/PDFServer/BGT/288483.pdf,Novembre,15,2007
Martedì 06 Novembre 2007,242,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=289232,https://www.senato.it/service/PDF/PDFServer/BGT/289232.pdf,Novembre,15,2007
Lunedì 05 Novembre 2007,240,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=287001,https://www.senato.it/service/PDF/PDFServer/BGT/287001.pdf,Novembre,15,2007
Giovedì 25 Ottobre 2007,238,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=283132,https://www.senato.it/service/PDF/PDFServer/BGT/283132.pdf,Ottobre,15,2007
Giovedì 25 Ottobre 2007,239,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=15&id=283141,https://www.senato.it/service/PDF/PDFServer/BGT/283141.pdf,Ottobre,15,2007
