date,sitting_number,html_link,pdf_link,month,legislation,year
Giovedì 03 Novembre 2022,5,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1361081,https://www.senato.it/service/PDF/PDFServer/BGT/1361081.pdf,Novembre,19,2022
Mercoledì 26 Ottobre 2022,4,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1361027,https://www.senato.it/service/PDF/PDFServer/BGT/1361027.pdf,Ottobre,19,2022
Martedì 25 Ottobre 2022,3,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1361012,https://www.senato.it/service/PDF/PDFServer/BGT/1361012.pdf,Ottobre,19,2022
Mercoledì 19 Ottobre 2022,2,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1360982,https://www.senato.it/service/PDF/PDFServer/BGT/1360982.pdf,Ottobre,19,2022
Giovedì 13 Ottobre 2022,1,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1360952,https://www.senato.it/service/PDF/PDFServer/BGT/1360952.pdf,Ottobre,19,2022
Venerdì 22 Dicembre 2023,141,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1401997,https://www.senato.it/service/PDF/PDFServer/BGT/1401997.pdf,Dicembre,19,2023
Giovedì 21 Dicembre 2023,140,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1401969,https://www.senato.it/service/PDF/PDFServer/BGT/1401969.pdf,Dicembre,19,2023
Mercoledì 20 Dicembre 2023,139,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1401940,https://www.senato.it/service/PDF/PDFServer/BGT/1401940.pdf,Dicembre,19,2023
Martedì 19 Dicembre 2023,138,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1401807,https://www.senato.it/service/PDF/PDFServer/BGT/1401807.pdf,Dicembre,19,2023
Lunedì 18 Dicembre 2023,137,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1400437,https://www.senato.it/service/PDF/PDFServer/BGT/1400437.pdf,Dicembre,19,2023
Mercoledì 13 Dicembre 2023,136,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1399619,https://www.senato.it/service/PDF/PDFServer/BGT/1399619.pdf,Dicembre,19,2023
Martedì 12 Dicembre 2023,135,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1399476,https://www.senato.it/service/PDF/PDFServer/BGT/1399476.pdf,Dicembre,19,2023
Giovedì 07 Dicembre 2023,134,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1399199,https://www.senato.it/service/PDF/PDFServer/BGT/1399199.pdf,Dicembre,19,2023
Mercoledì 06 Dicembre 2023,133,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1399174,https://www.senato.it/service/PDF/PDFServer/BGT/1399174.pdf,Dicembre,19,2023
Martedì 05 Dicembre 2023,132,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1398952,https://www.senato.it/service/PDF/PDFServer/BGT/1398952.pdf,Dicembre,19,2023
Giovedì 30 Novembre 2023,131,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1398583,https://www.senato.it/service/PDF/PDFServer/BGT/1398583.pdf,Novembre,19,2023
Mercoledì 29 Novembre 2023,130,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1398301,https://www.senato.it/service/PDF/PDFServer/BGT/1398301.pdf,Novembre,19,2023
Giovedì 23 Novembre 2023,129,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1397756,https://www.senato.it/service/PDF/PDFServer/BGT/1397756.pdf,Novembre,19,2023
Mercoledì 22 Novembre 2023,128,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1397723,https://www.senato.it/service/PDF/PDFServer/BGT/1397723.pdf,Novembre,19,2023
Martedì 21 Novembre 2023,127,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1397681,https://www.senato.it/service/PDF/PDFServer/BGT/1397681.pdf,Novembre,19,2023
Giovedì 16 Novembre 2023,126,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1394470,https://www.senato.it/service/PDF/PDFServer/BGT/1394470.pdf,Novembre,19,2023
Mercoledì 15 Novembre 2023,125,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1394435,https://www.senato.it/service/PDF/PDFServer/BGT/1394435.pdf,Novembre,19,2023
Martedì 14 Novembre 2023,124,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1394159,https://www.senato.it/service/PDF/PDFServer/BGT/1394159.pdf,Novembre,19,2023
Giovedì 09 Novembre 2023,123,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1394010,https://www.senato.it/service/PDF/PDFServer/BGT/1394010.pdf,Novembre,19,2023
Mercoledì 08 Novembre 2023,122,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1393667,https://www.senato.it/service/PDF/PDFServer/BGT/1393667.pdf,Novembre,19,2023
Martedì 07 Novembre 2023,121,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1393519,https://www.senato.it/service/PDF/PDFServer/BGT/1393519.pdf,Novembre,19,2023
Martedì 31 Ottobre 2023,120,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1391999,https://www.senato.it/service/PDF/PDFServer/BGT/1391999.pdf,Ottobre,19,2023
Venerdì 27 Ottobre 2023,119,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1391959,https://www.senato.it/service/PDF/PDFServer/BGT/1391959.pdf,Ottobre,19,2023
Giovedì 26 Ottobre 2023,118,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1391924,https://www.senato.it/service/PDF/PDFServer/BGT/1391924.pdf,Ottobre,19,2023
Mercoledì 25 Ottobre 2023,117,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1391451,https://www.senato.it/service/PDF/PDFServer/BGT/1391451.pdf,Ottobre,19,2023
Martedì 24 Ottobre 2023,116,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1391355,https://www.senato.it/service/PDF/PDFServer/BGT/1391355.pdf,Ottobre,19,2023
Mercoledì 18 Ottobre 2023,115,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1390689,https://www.senato.it/service/PDF/PDFServer/BGT/1390689.pdf,Ottobre,19,2023
Martedì 17 Ottobre 2023,114,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1390634,https://www.senato.it/service/PDF/PDFServer/BGT/1390634.pdf,Ottobre,19,2023
Giovedì 12 Ottobre 2023,113,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1390483,https://www.senato.it/service/PDF/PDFServer/BGT/1390483.pdf,Ottobre,19,2023
Mercoledì 11 Ottobre 2023,112,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1390329,https://www.senato.it/service/PDF/PDFServer/BGT/1390329.pdf,Ottobre,19,2023
Martedì 10 Ottobre 2023,111,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1390265,https://www.senato.it/service/PDF/PDFServer/BGT/1390265.pdf,Ottobre,19,2023
Giovedì 05 Ottobre 2023,110,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1389727,https://www.senato.it/service/PDF/PDFServer/BGT/1389727.pdf,Ottobre,19,2023
Mercoledì 04 Ottobre 2023,109,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1389322,https://www.senato.it/service/PDF/PDFServer/BGT/1389322.pdf,Ottobre,19,2023
Martedì 03 Ottobre 2023,108,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1389115,https://www.senato.it/service/PDF/PDFServer/BGT/1389115.pdf,Ottobre,19,2023
Giovedì 28 Settembre 2023,107,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1388840,https://www.senato.it/service/PDF/PDFServer/BGT/1388840.pdf,Settembre,19,2023
Mercoledì 27 Settembre 2023,106,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1388440,https://www.senato.it/service/PDF/PDFServer/BGT/1388440.pdf,Settembre,19,2023
Martedì 26 Settembre 2023,105,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1388371,https://www.senato.it/service/PDF/PDFServer/BGT/1388371.pdf,Settembre,19,2023
Giovedì 21 Settembre 2023,104,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1388268,https://www.senato.it/service/PDF/PDFServer/BGT/1388268.pdf,Settembre,19,2023
Mercoledì 20 Settembre 2023,103,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1388215,https://www.senato.it/service/PDF/PDFServer/BGT/1388215.pdf,Settembre,19,2023
Martedì 19 Settembre 2023,102,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1388152,https://www.senato.it/service/PDF/PDFServer/BGT/1388152.pdf,Settembre,19,2023
Giovedì 14 Settembre 2023,101,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1388045,https://www.senato.it/service/PDF/PDFServer/BGT/1388045.pdf,Settembre,19,2023
Mercoledì 13 Settembre 2023,100,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1387468,https://www.senato.it/service/PDF/PDFServer/BGT/1387468.pdf,Settembre,19,2023
Martedì 12 Settembre 2023,99,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1387384,https://www.senato.it/service/PDF/PDFServer/BGT/1387384.pdf,Settembre,19,2023
Mercoledì 06 Settembre 2023,98,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1387149,https://www.senato.it/service/PDF/PDFServer/BGT/1387149.pdf,Settembre,19,2023
Martedì 05 Settembre 2023,97,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1387113,https://www.senato.it/service/PDF/PDFServer/BGT/1387113.pdf,Settembre,19,2023
Giovedì 03 Agosto 2023,96,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1386915,https://www.senato.it/service/PDF/PDFServer/BGT/1386915.pdf,Agosto,19,2023
Mercoledì 02 Agosto 2023,95,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1386653,https://www.senato.it/service/PDF/PDFServer/BGT/1386653.pdf,Agosto,19,2023
Martedì 01 Agosto 2023,94,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1385738,https://www.senato.it/service/PDF/PDFServer/BGT/1385738.pdf,Agosto,19,2023
Giovedì 27 Luglio 2023,93,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1385141,https://www.senato.it/service/PDF/PDFServer/BGT/1385141.pdf,Luglio,19,2023
Mercoledì 26 Luglio 2023,92,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1384668,https://www.senato.it/service/PDF/PDFServer/BGT/1384668.pdf,Luglio,19,2023
Martedì 25 Luglio 2023,91,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1384185,https://www.senato.it/service/PDF/PDFServer/BGT/1384185.pdf,Luglio,19,2023
Giovedì 20 Luglio 2023,90,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1383574,https://www.senato.it/service/PDF/PDFServer/BGT/1383574.pdf,Luglio,19,2023
Mercoledì 19 Luglio 2023,89,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1383456,https://www.senato.it/service/PDF/PDFServer/BGT/1383456.pdf,Luglio,19,2023
Martedì 18 Luglio 2023,88,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1383306,https://www.senato.it/service/PDF/PDFServer/BGT/1383306.pdf,Luglio,19,2023
Giovedì 13 Luglio 2023,87,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1382785,https://www.senato.it/service/PDF/PDFServer/BGT/1382785.pdf,Luglio,19,2023
Mercoledì 12 Luglio 2023,86,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1382605,https://www.senato.it/service/PDF/PDFServer/BGT/1382605.pdf,Luglio,19,2023
Martedì 11 Luglio 2023,85,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1382450,https://www.senato.it/service/PDF/PDFServer/BGT/1382450.pdf,Luglio,19,2023
Mercoledì 05 Luglio 2023,84,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1381757,https://www.senato.it/service/PDF/PDFServer/BGT/1381757.pdf,Luglio,19,2023
Giovedì 29 Giugno 2023,83,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1381272,https://www.senato.it/service/PDF/PDFServer/BGT/1381272.pdf,Giugno,19,2023
Mercoledì 28 Giugno 2023,82,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1381256,https://www.senato.it/service/PDF/PDFServer/BGT/1381256.pdf,Giugno,19,2023
Martedì 27 Giugno 2023,81,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1381123,https://www.senato.it/service/PDF/PDFServer/BGT/1381123.pdf,Giugno,19,2023
Giovedì 22 Giugno 2023,80,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1380546,https://www.senato.it/service/PDF/PDFServer/BGT/1380546.pdf,Giugno,19,2023
Mercoledì 21 Giugno 2023,79,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1380523,https://www.senato.it/service/PDF/PDFServer/BGT/1380523.pdf,Giugno,19,2023
Martedì 20 Giugno 2023,78,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1380455,https://www.senato.it/service/PDF/PDFServer/BGT/1380455.pdf,Giugno,19,2023
Lunedì 19 Giugno 2023,77,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1380388,https://www.senato.it/service/PDF/PDFServer/BGT/1380388.pdf,Giugno,19,2023
Martedì 13 Giugno 2023,76,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1379144,https://www.senato.it/service/PDF/PDFServer/BGT/1379144.pdf,Giugno,19,2023
Giovedì 01 Giugno 2023,75,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1378645,https://www.senato.it/service/PDF/PDFServer/BGT/1378645.pdf,Giugno,19,2023
Mercoledì 31 Maggio 2023,74,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1378624,https://www.senato.it/service/PDF/PDFServer/BGT/1378624.pdf,Maggio,19,2023
Martedì 30 Maggio 2023,73,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1378571,https://www.senato.it/service/PDF/PDFServer/BGT/1378571.pdf,Maggio,19,2023
Giovedì 25 Maggio 2023,72,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1378293,https://www.senato.it/service/PDF/PDFServer/BGT/1378293.pdf,Maggio,19,2023
Mercoledì 24 Maggio 2023,71,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1378248,https://www.senato.it/service/PDF/PDFServer/BGT/1378248.pdf,Maggio,19,2023
Martedì 23 Maggio 2023,70,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1377376,https://www.senato.it/service/PDF/PDFServer/BGT/1377376.pdf,Maggio,19,2023
Giovedì 18 Maggio 2023,69,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1376451,https://www.senato.it/service/PDF/PDFServer/BGT/1376451.pdf,Maggio,19,2023
Mercoledì 17 Maggio 2023,68,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1376417,https://www.senato.it/service/PDF/PDFServer/BGT/1376417.pdf,Maggio,19,2023
Martedì 16 Maggio 2023,67,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1376355,https://www.senato.it/service/PDF/PDFServer/BGT/1376355.pdf,Maggio,19,2023
Martedì 09 Maggio 2023,66,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1375860,https://www.senato.it/service/PDF/PDFServer/BGT/1375860.pdf,Maggio,19,2023
Giovedì 04 Maggio 2023,65,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1375800,https://www.senato.it/service/PDF/PDFServer/BGT/1375800.pdf,Maggio,19,2023
Mercoledì 03 Maggio 2023,64,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1375757,https://www.senato.it/service/PDF/PDFServer/BGT/1375757.pdf,Maggio,19,2023
Martedì 02 Maggio 2023,63,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1375706,https://www.senato.it/service/PDF/PDFServer/BGT/1375706.pdf,Maggio,19,2023
Venerdì 28 Aprile 2023,62,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1375620,https://www.senato.it/service/PDF/PDFServer/BGT/1375620.pdf,Aprile,19,2023
Giovedì 27 Aprile 2023,61,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1375599,https://www.senato.it/service/PDF/PDFServer/BGT/1375599.pdf,Aprile,19,2023
Mercoledì 26 Aprile 2023,60,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1375534,https://www.senato.it/service/PDF/PDFServer/BGT/1375534.pdf,Aprile,19,2023
Giovedì 20 Aprile 2023,59,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1375409,https://www.senato.it/service/PDF/PDFServer/BGT/1375409.pdf,Aprile,19,2023
Mercoledì 19 Aprile 2023,58,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1375360,https://www.senato.it/service/PDF/PDFServer/BGT/1375360.pdf,Aprile,19,2023
Martedì 18 Aprile 2023,57,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1374969,https://www.senato.it/service/PDF/PDFServer/BGT/1374969.pdf,Aprile,19,2023
Giovedì 13 Aprile 2023,56,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1374135,https://www.senato.it/service/PDF/PDFServer/BGT/1374135.pdf,Aprile,19,2023
Mercoledì 12 Aprile 2023,55,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1374074,https://www.senato.it/service/PDF/PDFServer/BGT/1374074.pdf,Aprile,19,2023
Mercoledì 05 Aprile 2023,54,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1373668,https://www.senato.it/service/PDF/PDFServer/BGT/1373668.pdf,Aprile,19,2023
Martedì 04 Aprile 2023,53,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1373066,https://www.senato.it/service/PDF/PDFServer/BGT/1373066.pdf,Aprile,19,2023
Giovedì 23 Marzo 2023,52,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1372585,https://www.senato.it/service/PDF/PDFServer/BGT/1372585.pdf,Marzo,19,2023
Mercoledì 22 Marzo 2023,51,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1372543,https://www.senato.it/service/PDF/PDFServer/BGT/1372543.pdf,Marzo,19,2023
Martedì 21 Marzo 2023,50,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1372474,https://www.senato.it/service/PDF/PDFServer/BGT/1372474.pdf,Marzo,19,2023
Mercoledì 15 Marzo 2023,49,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1372322,https://www.senato.it/service/PDF/PDFServer/BGT/1372322.pdf,Marzo,19,2023
Giovedì 09 Marzo 2023,48,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1371229,https://www.senato.it/service/PDF/PDFServer/BGT/1371229.pdf,Marzo,19,2023
Mercoledì 08 Marzo 2023,47,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1371151,https://www.senato.it/service/PDF/PDFServer/BGT/1371151.pdf,Marzo,19,2023
Martedì 07 Marzo 2023,46,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1371105,https://www.senato.it/service/PDF/PDFServer/BGT/1371105.pdf,Marzo,19,2023
Giovedì 02 Marzo 2023,45,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1370758,https://www.senato.it/service/PDF/PDFServer/BGT/1370758.pdf,Marzo,19,2023
Mercoledì 01 Marzo 2023,44,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1370668,https://www.senato.it/service/PDF/PDFServer/BGT/1370668.pdf,Marzo,19,2023
Martedì 28 Febbraio 2023,43,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1370570,https://www.senato.it/service/PDF/PDFServer/BGT/1370570.pdf,Febbraio,19,2023
Giovedì 23 Febbraio 2023,42,https://www.senato.it/japp/bgt/showdoc/frame.jsp?tipodoc=Resaula&leg=19&id=1370362,https://www.senato.it/service/PDF/PDFServer/BGT/1370362.pdf,Febbraio,19,2023
