transcript_link,date,parsed_date,title,date_from_title,upload_date,duration,youtube_link
/et/201506101400,2015-06-10 14:00:00,2015-06-10,"Riigikogu istung, 10. juuni 2015",2015-06-10,1970-01-01,06:38:09,https://www.youtube.com/watch?v=90RdS-jt180
/et/201506101400,2015-06-10 14:00:00,2015-06-10,"Riigikogu infotund, 10. juuni 2015",2015-06-10,1970-01-01,00:59:56,https://www.youtube.com/watch?v=IHdU4jxTCJ0
/et/201506101400,2015-06-10 14:00:00,2015-06-10,"Riigikogu istung, 10. juuni 2015",2015-06-10,1970-01-01,06:38:09,https://www.youtube.com/watch?v=90RdS-jt180
/et/201506101400,2015-06-10 14:00:00,2015-06-10,"Riigikogu infotund, 10. juuni 2015",2015-06-10,1970-01-01,00:59:56,https://www.youtube.com/watch?v=IHdU4jxTCJ0
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu istung, 10. juuni 2015",2015-06-10,1970-01-01,06:38:09,https://www.youtube.com/watch?v=90RdS-jt180
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu infotund, 10. juuni 2015",2015-06-10,1970-01-01,00:59:56,https://www.youtube.com/watch?v=IHdU4jxTCJ0
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu istung, 10. juuni 2015",2015-06-10,1970-01-01,06:38:09,https://www.youtube.com/watch?v=90RdS-jt180
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu infotund, 10. juuni 2015",2015-06-10,1970-01-01,00:59:56,https://www.youtube.com/watch?v=IHdU4jxTCJ0
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu istung, 10. juuni 2015",2015-06-10,1970-01-01,06:38:09,https://www.youtube.com/watch?v=90RdS-jt180
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu infotund, 10. juuni 2015",2015-06-10,1970-01-01,00:59:56,https://www.youtube.com/watch?v=IHdU4jxTCJ0
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu istung, 10. juuni 2015",2015-06-10,1970-01-01,06:38:09,https://www.youtube.com/watch?v=90RdS-jt180
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu infotund, 10. juuni 2015",2015-06-10,1970-01-01,00:59:56,https://www.youtube.com/watch?v=IHdU4jxTCJ0
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu istung, 10. juuni 2015",2015-06-10,1970-01-01,06:38:09,https://www.youtube.com/watch?v=90RdS-jt180
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu infotund, 10. juuni 2015",2015-06-10,1970-01-01,00:59:56,https://www.youtube.com/watch?v=IHdU4jxTCJ0
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu istung, 10. juuni 2015",2015-06-10,1970-01-01,06:38:09,https://www.youtube.com/watch?v=90RdS-jt180
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu infotund, 10. juuni 2015",2015-06-10,1970-01-01,00:59:56,https://www.youtube.com/watch?v=IHdU4jxTCJ0
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu istung, 10. juuni 2015",2015-06-10,1970-01-01,06:38:09,https://www.youtube.com/watch?v=90RdS-jt180
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu infotund, 10. juuni 2015",2015-06-10,1970-01-01,00:59:56,https://www.youtube.com/watch?v=IHdU4jxTCJ0
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu istung, 10. juuni 2015",2015-06-10,1970-01-01,06:38:09,https://www.youtube.com/watch?v=90RdS-jt180
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu infotund, 10. juuni 2015",2015-06-10,1970-01-01,00:59:56,https://www.youtube.com/watch?v=IHdU4jxTCJ0
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu istung, 10. juuni 2015",2015-06-10,1970-01-01,06:38:09,https://www.youtube.com/watch?v=90RdS-jt180
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu infotund, 10. juuni 2015",2015-06-10,1970-01-01,00:59:56,https://www.youtube.com/watch?v=IHdU4jxTCJ0
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu istung, 10. juuni 2015",2015-06-10,1970-01-01,06:38:09,https://www.youtube.com/watch?v=90RdS-jt180
/et/201506101300,2015-06-10 13:00:00,2015-06-10,"Riigikogu infotund, 10. juuni 2015",2015-06-10,1970-01-01,00:59:56,https://www.youtube.com/watch?v=IHdU4jxTCJ0
/et/201506091000,2015-06-09 10:00:00,2015-06-09,"Riigikogu istung, 9. juuni 2015",2015-06-09,1970-01-01,03:02:13,https://www.youtube.com/watch?v=7kxd7TPq8QA
/et/201506091000,2015-06-09 10:00:00,2015-06-09,"Riigikogu istung, 9. juuni 2015",2015-06-09,1970-01-01,03:02:13,https://www.youtube.com/watch?v=7kxd7TPq8QA
/et/201506091000,2015-06-09 10:00:00,2015-06-09,"Riigikogu istung, 9. juuni 2015",2015-06-09,1970-01-01,03:02:13,https://www.youtube.com/watch?v=7kxd7TPq8QA
/et/201506091000,2015-06-09 10:00:00,2015-06-09,"Riigikogu istung, 9. juuni 2015",2015-06-09,1970-01-01,03:02:13,https://www.youtube.com/watch?v=7kxd7TPq8QA
/et/201506091000,2015-06-09 10:00:00,2015-06-09,"Riigikogu istung, 9. juuni 2015",2015-06-09,1970-01-01,03:02:13,https://www.youtube.com/watch?v=7kxd7TPq8QA
/et/201506091000,2015-06-09 10:00:00,2015-06-09,"Riigikogu istung, 9. juuni 2015",2015-06-09,1970-01-01,03:02:13,https://www.youtube.com/watch?v=7kxd7TPq8QA
/et/201506091000,2015-06-09 10:00:00,2015-06-09,"Riigikogu istung, 9. juuni 2015",2015-06-09,1970-01-01,03:02:13,https://www.youtube.com/watch?v=7kxd7TPq8QA
/et/201506091000,2015-06-09 10:00:00,2015-06-09,"Riigikogu istung, 9. juuni 2015",2015-06-09,1970-01-01,03:02:13,https://www.youtube.com/watch?v=7kxd7TPq8QA
/et/201506091000,2015-06-09 10:00:00,2015-06-09,"Riigikogu istung, 9. juuni 2015",2015-06-09,1970-01-01,03:02:13,https://www.youtube.com/watch?v=7kxd7TPq8QA
/et/201506081500,2015-06-08 15:00:00,2015-06-08,"Riigikogu istung, 8. juuni 2015",2015-06-08,1970-01-01,04:41:46,https://www.youtube.com/watch?v=PfxhPx3pkd0
/et/201506081500,2015-06-08 15:00:00,2015-06-08,"Riigikogu istung, 8. juuni 2015",2015-06-08,1970-01-01,04:41:46,https://www.youtube.com/watch?v=PfxhPx3pkd0
/et/201506081500,2015-06-08 15:00:00,2015-06-08,"Riigikogu istung, 8. juuni 2015",2015-06-08,1970-01-01,04:41:46,https://www.youtube.com/watch?v=PfxhPx3pkd0
/et/201506081500,2015-06-08 15:00:00,2015-06-08,"Riigikogu istung, 8. juuni 2015",2015-06-08,1970-01-01,04:41:46,https://www.youtube.com/watch?v=PfxhPx3pkd0
/et/201506081500,2015-06-08 15:00:00,2015-06-08,"Riigikogu istung, 8. juuni 2015",2015-06-08,1970-01-01,04:41:46,https://www.youtube.com/watch?v=PfxhPx3pkd0
/et/201506081500,2015-06-08 15:00:00,2015-06-08,"Riigikogu istung, 8. juuni 2015",2015-06-08,1970-01-01,04:41:46,https://www.youtube.com/watch?v=PfxhPx3pkd0
/et/201506081500,2015-06-08 15:00:00,2015-06-08,"Riigikogu istung, 8. juuni 2015",2015-06-08,1970-01-01,04:41:46,https://www.youtube.com/watch?v=PfxhPx3pkd0
/et/201506081500,2015-06-08 15:00:00,2015-06-08,"Riigikogu istung, 8. juuni 2015",2015-06-08,1970-01-01,04:41:46,https://www.youtube.com/watch?v=PfxhPx3pkd0
/et/201506081500,2015-06-08 15:00:00,2015-06-08,"Riigikogu istung, 8. juuni 2015",2015-06-08,1970-01-01,04:41:46,https://www.youtube.com/watch?v=PfxhPx3pkd0
/et/201506081500,2015-06-08 15:00:00,2015-06-08,"Riigikogu istung, 8. juuni 2015",2015-06-08,1970-01-01,04:41:46,https://www.youtube.com/watch?v=PfxhPx3pkd0
/et/201506081500,2015-06-08 15:00:00,2015-06-08,"Riigikogu istung, 8. juuni 2015",2015-06-08,1970-01-01,04:41:46,https://www.youtube.com/watch?v=PfxhPx3pkd0
/et/201506081500,2015-06-08 15:00:00,2015-06-08,"Riigikogu istung, 8. juuni 2015",2015-06-08,1970-01-01,04:41:46,https://www.youtube.com/watch?v=PfxhPx3pkd0
/et/201506041000,2015-06-04 10:00:00,2015-06-04,"Riigikogu istung, 4. juuni 2015",2015-06-04,1970-01-01,01:20:58,https://www.youtube.com/watch?v=qCM43UsSez8
/et/201506041000,2015-06-04 10:00:00,2015-06-04,"Riigikogu istung, 4. juuni 2015",2015-06-04,1970-01-01,01:20:58,https://www.youtube.com/watch?v=qCM43UsSez8
/et/201506031400,2015-06-03 14:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 I osa",2015-06-03,1970-01-01,06:59:35,https://www.youtube.com/watch?v=5FAXiecrl_w
/et/201506031400,2015-06-03 14:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 II osa",2015-06-03,1970-01-01,06:59:51,https://www.youtube.com/watch?v=a4jh9_ja4Dk
/et/201506031400,2015-06-03 14:00:00,2015-06-03,"Riigikogu infotund, 3. juuni 2015",2015-06-03,1970-01-01,01:00:32,https://www.youtube.com/watch?v=cga4VSLQvZE
/et/201506031400,2015-06-03 14:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 I osa",2015-06-03,1970-01-01,06:59:35,https://www.youtube.com/watch?v=5FAXiecrl_w
/et/201506031400,2015-06-03 14:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 II osa",2015-06-03,1970-01-01,06:59:51,https://www.youtube.com/watch?v=a4jh9_ja4Dk
/et/201506031400,2015-06-03 14:00:00,2015-06-03,"Riigikogu infotund, 3. juuni 2015",2015-06-03,1970-01-01,01:00:32,https://www.youtube.com/watch?v=cga4VSLQvZE
/et/201506031400,2015-06-03 14:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 I osa",2015-06-03,1970-01-01,06:59:35,https://www.youtube.com/watch?v=5FAXiecrl_w
/et/201506031400,2015-06-03 14:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 II osa",2015-06-03,1970-01-01,06:59:51,https://www.youtube.com/watch?v=a4jh9_ja4Dk
/et/201506031400,2015-06-03 14:00:00,2015-06-03,"Riigikogu infotund, 3. juuni 2015",2015-06-03,1970-01-01,01:00:32,https://www.youtube.com/watch?v=cga4VSLQvZE
/et/201506031400,2015-06-03 14:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 I osa",2015-06-03,1970-01-01,06:59:35,https://www.youtube.com/watch?v=5FAXiecrl_w
/et/201506031400,2015-06-03 14:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 II osa",2015-06-03,1970-01-01,06:59:51,https://www.youtube.com/watch?v=a4jh9_ja4Dk
/et/201506031400,2015-06-03 14:00:00,2015-06-03,"Riigikogu infotund, 3. juuni 2015",2015-06-03,1970-01-01,01:00:32,https://www.youtube.com/watch?v=cga4VSLQvZE
/et/201506031400,2015-06-03 14:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 I osa",2015-06-03,1970-01-01,06:59:35,https://www.youtube.com/watch?v=5FAXiecrl_w
/et/201506031400,2015-06-03 14:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 II osa",2015-06-03,1970-01-01,06:59:51,https://www.youtube.com/watch?v=a4jh9_ja4Dk
/et/201506031400,2015-06-03 14:00:00,2015-06-03,"Riigikogu infotund, 3. juuni 2015",2015-06-03,1970-01-01,01:00:32,https://www.youtube.com/watch?v=cga4VSLQvZE
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 I osa",2015-06-03,1970-01-01,06:59:35,https://www.youtube.com/watch?v=5FAXiecrl_w
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 II osa",2015-06-03,1970-01-01,06:59:51,https://www.youtube.com/watch?v=a4jh9_ja4Dk
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu infotund, 3. juuni 2015",2015-06-03,1970-01-01,01:00:32,https://www.youtube.com/watch?v=cga4VSLQvZE
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 I osa",2015-06-03,1970-01-01,06:59:35,https://www.youtube.com/watch?v=5FAXiecrl_w
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 II osa",2015-06-03,1970-01-01,06:59:51,https://www.youtube.com/watch?v=a4jh9_ja4Dk
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu infotund, 3. juuni 2015",2015-06-03,1970-01-01,01:00:32,https://www.youtube.com/watch?v=cga4VSLQvZE
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 I osa",2015-06-03,1970-01-01,06:59:35,https://www.youtube.com/watch?v=5FAXiecrl_w
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 II osa",2015-06-03,1970-01-01,06:59:51,https://www.youtube.com/watch?v=a4jh9_ja4Dk
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu infotund, 3. juuni 2015",2015-06-03,1970-01-01,01:00:32,https://www.youtube.com/watch?v=cga4VSLQvZE
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 I osa",2015-06-03,1970-01-01,06:59:35,https://www.youtube.com/watch?v=5FAXiecrl_w
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 II osa",2015-06-03,1970-01-01,06:59:51,https://www.youtube.com/watch?v=a4jh9_ja4Dk
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu infotund, 3. juuni 2015",2015-06-03,1970-01-01,01:00:32,https://www.youtube.com/watch?v=cga4VSLQvZE
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 I osa",2015-06-03,1970-01-01,06:59:35,https://www.youtube.com/watch?v=5FAXiecrl_w
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 II osa",2015-06-03,1970-01-01,06:59:51,https://www.youtube.com/watch?v=a4jh9_ja4Dk
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu infotund, 3. juuni 2015",2015-06-03,1970-01-01,01:00:32,https://www.youtube.com/watch?v=cga4VSLQvZE
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 I osa",2015-06-03,1970-01-01,06:59:35,https://www.youtube.com/watch?v=5FAXiecrl_w
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 II osa",2015-06-03,1970-01-01,06:59:51,https://www.youtube.com/watch?v=a4jh9_ja4Dk
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu infotund, 3. juuni 2015",2015-06-03,1970-01-01,01:00:32,https://www.youtube.com/watch?v=cga4VSLQvZE
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 I osa",2015-06-03,1970-01-01,06:59:35,https://www.youtube.com/watch?v=5FAXiecrl_w
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 II osa",2015-06-03,1970-01-01,06:59:51,https://www.youtube.com/watch?v=a4jh9_ja4Dk
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu infotund, 3. juuni 2015",2015-06-03,1970-01-01,01:00:32,https://www.youtube.com/watch?v=cga4VSLQvZE
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 I osa",2015-06-03,1970-01-01,06:59:35,https://www.youtube.com/watch?v=5FAXiecrl_w
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 II osa",2015-06-03,1970-01-01,06:59:51,https://www.youtube.com/watch?v=a4jh9_ja4Dk
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu infotund, 3. juuni 2015",2015-06-03,1970-01-01,01:00:32,https://www.youtube.com/watch?v=cga4VSLQvZE
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 I osa",2015-06-03,1970-01-01,06:59:35,https://www.youtube.com/watch?v=5FAXiecrl_w
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 II osa",2015-06-03,1970-01-01,06:59:51,https://www.youtube.com/watch?v=a4jh9_ja4Dk
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu infotund, 3. juuni 2015",2015-06-03,1970-01-01,01:00:32,https://www.youtube.com/watch?v=cga4VSLQvZE
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 I osa",2015-06-03,1970-01-01,06:59:35,https://www.youtube.com/watch?v=5FAXiecrl_w
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 II osa",2015-06-03,1970-01-01,06:59:51,https://www.youtube.com/watch?v=a4jh9_ja4Dk
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu infotund, 3. juuni 2015",2015-06-03,1970-01-01,01:00:32,https://www.youtube.com/watch?v=cga4VSLQvZE
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 I osa",2015-06-03,1970-01-01,06:59:35,https://www.youtube.com/watch?v=5FAXiecrl_w
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu istung, 3. juuni 2015 II osa",2015-06-03,1970-01-01,06:59:51,https://www.youtube.com/watch?v=a4jh9_ja4Dk
/et/201506031300,2015-06-03 13:00:00,2015-06-03,"Riigikogu infotund, 3. juuni 2015",2015-06-03,1970-01-01,01:00:32,https://www.youtube.com/watch?v=cga4VSLQvZE
/et/201506021000,2015-06-02 10:00:00,2015-06-02,"Riigikogu istung, 2. juuni 2015",2015-06-02,1970-01-01,02:50:45,https://www.youtube.com/watch?v=F1WNoU3N7SQ
/et/201506021000,2015-06-02 10:00:00,2015-06-02,"Riigikogu istung, 2. juuni 2015",2015-06-02,1970-01-01,02:50:45,https://www.youtube.com/watch?v=F1WNoU3N7SQ
/et/201506021000,2015-06-02 10:00:00,2015-06-02,"Riigikogu istung, 2. juuni 2015",2015-06-02,1970-01-01,02:50:45,https://www.youtube.com/watch?v=F1WNoU3N7SQ
/et/201506021000,2015-06-02 10:00:00,2015-06-02,"Riigikogu istung, 2. juuni 2015",2015-06-02,1970-01-01,02:50:45,https://www.youtube.com/watch?v=F1WNoU3N7SQ
/et/201506021000,2015-06-02 10:00:00,2015-06-02,"Riigikogu istung, 2. juuni 2015",2015-06-02,1970-01-01,02:50:45,https://www.youtube.com/watch?v=F1WNoU3N7SQ
/et/201506021000,2015-06-02 10:00:00,2015-06-02,"Riigikogu istung, 2. juuni 2015",2015-06-02,1970-01-01,02:50:45,https://www.youtube.com/watch?v=F1WNoU3N7SQ
/et/201506021000,2015-06-02 10:00:00,2015-06-02,"Riigikogu istung, 2. juuni 2015",2015-06-02,1970-01-01,02:50:45,https://www.youtube.com/watch?v=F1WNoU3N7SQ
/et/201506021000,2015-06-02 10:00:00,2015-06-02,"Riigikogu istung, 2. juuni 2015",2015-06-02,1970-01-01,02:50:45,https://www.youtube.com/watch?v=F1WNoU3N7SQ
/et/201506021000,2015-06-02 10:00:00,2015-06-02,"Riigikogu istung, 2. juuni 2015",2015-06-02,1970-01-01,02:50:45,https://www.youtube.com/watch?v=F1WNoU3N7SQ
/et/201506021000,2015-06-02 10:00:00,2015-06-02,"Riigikogu istung, 2. juuni 2015",2015-06-02,1970-01-01,02:50:45,https://www.youtube.com/watch?v=F1WNoU3N7SQ
/et/201506011500,2015-06-01 15:00:00,2015-06-01,"Riigikogu istung, 1. juuni 2015",2015-06-01,1970-01-01,02:17:51,https://www.youtube.com/watch?v=wp6uECXeXPs
/et/201506011500,2015-06-01 15:00:00,2015-06-01,"Riigikogu istung, 1. juuni 2015",2015-06-01,1970-01-01,02:17:51,https://www.youtube.com/watch?v=wp6uECXeXPs
/et/201506011500,2015-06-01 15:00:00,2015-06-01,"Riigikogu istung, 1. juuni 2015",2015-06-01,1970-01-01,02:17:51,https://www.youtube.com/watch?v=wp6uECXeXPs
/et/201506011500,2015-06-01 15:00:00,2015-06-01,"Riigikogu istung, 1. juuni 2015",2015-06-01,1970-01-01,02:17:51,https://www.youtube.com/watch?v=wp6uECXeXPs
/et/201505281000,2015-05-28 10:00:00,2015-05-28,"Riigikogu istung, 28. mai 2015",2015-05-28,1970-01-01,00:55:08,https://www.youtube.com/watch?v=fqZvC8E7BO0
/et/201505281000,2015-05-28 10:00:00,2015-05-28,"Riigikogu istung, 28. mai 2015",2015-05-28,1970-01-01,00:55:08,https://www.youtube.com/watch?v=fqZvC8E7BO0
/et/201505271400,2015-05-27 14:00:00,2015-05-27,"Riigikogu istung, 27. mai 2015",2015-05-27,1970-01-01,01:07:01,https://www.youtube.com/watch?v=5rEcGAGfYE8
/et/201505271400,2015-05-27 14:00:00,2015-05-27,"Riigikogu infotund, 27. mai 2015",2015-05-27,1970-01-01,00:59:56,https://www.youtube.com/watch?v=qdPworYffUc
/et/201505271400,2015-05-27 14:00:00,2015-05-27,"Riigikogu istung, 27. mai 2015",2015-05-27,1970-01-01,01:07:01,https://www.youtube.com/watch?v=5rEcGAGfYE8
/et/201505271400,2015-05-27 14:00:00,2015-05-27,"Riigikogu infotund, 27. mai 2015",2015-05-27,1970-01-01,00:59:56,https://www.youtube.com/watch?v=qdPworYffUc
/et/201505271400,2015-05-27 14:00:00,2015-05-27,"Riigikogu istung, 27. mai 2015",2015-05-27,1970-01-01,01:07:01,https://www.youtube.com/watch?v=5rEcGAGfYE8
/et/201505271400,2015-05-27 14:00:00,2015-05-27,"Riigikogu infotund, 27. mai 2015",2015-05-27,1970-01-01,00:59:56,https://www.youtube.com/watch?v=qdPworYffUc
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu istung, 27. mai 2015",2015-05-27,1970-01-01,01:07:01,https://www.youtube.com/watch?v=5rEcGAGfYE8
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu infotund, 27. mai 2015",2015-05-27,1970-01-01,00:59:56,https://www.youtube.com/watch?v=qdPworYffUc
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu istung, 27. mai 2015",2015-05-27,1970-01-01,01:07:01,https://www.youtube.com/watch?v=5rEcGAGfYE8
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu infotund, 27. mai 2015",2015-05-27,1970-01-01,00:59:56,https://www.youtube.com/watch?v=qdPworYffUc
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu istung, 27. mai 2015",2015-05-27,1970-01-01,01:07:01,https://www.youtube.com/watch?v=5rEcGAGfYE8
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu infotund, 27. mai 2015",2015-05-27,1970-01-01,00:59:56,https://www.youtube.com/watch?v=qdPworYffUc
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu istung, 27. mai 2015",2015-05-27,1970-01-01,01:07:01,https://www.youtube.com/watch?v=5rEcGAGfYE8
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu infotund, 27. mai 2015",2015-05-27,1970-01-01,00:59:56,https://www.youtube.com/watch?v=qdPworYffUc
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu istung, 27. mai 2015",2015-05-27,1970-01-01,01:07:01,https://www.youtube.com/watch?v=5rEcGAGfYE8
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu infotund, 27. mai 2015",2015-05-27,1970-01-01,00:59:56,https://www.youtube.com/watch?v=qdPworYffUc
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu istung, 27. mai 2015",2015-05-27,1970-01-01,01:07:01,https://www.youtube.com/watch?v=5rEcGAGfYE8
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu infotund, 27. mai 2015",2015-05-27,1970-01-01,00:59:56,https://www.youtube.com/watch?v=qdPworYffUc
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu istung, 27. mai 2015",2015-05-27,1970-01-01,01:07:01,https://www.youtube.com/watch?v=5rEcGAGfYE8
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu infotund, 27. mai 2015",2015-05-27,1970-01-01,00:59:56,https://www.youtube.com/watch?v=qdPworYffUc
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu istung, 27. mai 2015",2015-05-27,1970-01-01,01:07:01,https://www.youtube.com/watch?v=5rEcGAGfYE8
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu infotund, 27. mai 2015",2015-05-27,1970-01-01,00:59:56,https://www.youtube.com/watch?v=qdPworYffUc
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu istung, 27. mai 2015",2015-05-27,1970-01-01,01:07:01,https://www.youtube.com/watch?v=5rEcGAGfYE8
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu infotund, 27. mai 2015",2015-05-27,1970-01-01,00:59:56,https://www.youtube.com/watch?v=qdPworYffUc
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu istung, 27. mai 2015",2015-05-27,1970-01-01,01:07:01,https://www.youtube.com/watch?v=5rEcGAGfYE8
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu infotund, 27. mai 2015",2015-05-27,1970-01-01,00:59:56,https://www.youtube.com/watch?v=qdPworYffUc
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu istung, 27. mai 2015",2015-05-27,1970-01-01,01:07:01,https://www.youtube.com/watch?v=5rEcGAGfYE8
/et/201505271300,2015-05-27 13:00:00,2015-05-27,"Riigikogu infotund, 27. mai 2015",2015-05-27,1970-01-01,00:59:56,https://www.youtube.com/watch?v=qdPworYffUc
/et/201505261000,2015-05-26 10:00:00,2015-05-26,"Riigikogu istung, 26.05.2015",2015-05-26,1970-01-01,03:00:15,https://www.youtube.com/watch?v=Sp8ZH2ABaok
/et/201505261000,2015-05-26 10:00:00,2015-05-26,"Riigikogu istung, 26.05.2015",2015-05-26,1970-01-01,03:00:15,https://www.youtube.com/watch?v=Sp8ZH2ABaok
/et/201505261000,2015-05-26 10:00:00,2015-05-26,"Riigikogu istung, 26.05.2015",2015-05-26,1970-01-01,03:00:15,https://www.youtube.com/watch?v=Sp8ZH2ABaok
/et/201505261000,2015-05-26 10:00:00,2015-05-26,"Riigikogu istung, 26.05.2015",2015-05-26,1970-01-01,03:00:15,https://www.youtube.com/watch?v=Sp8ZH2ABaok
/et/201505261000,2015-05-26 10:00:00,2015-05-26,"Riigikogu istung, 26.05.2015",2015-05-26,1970-01-01,03:00:15,https://www.youtube.com/watch?v=Sp8ZH2ABaok
/et/201505261000,2015-05-26 10:00:00,2015-05-26,"Riigikogu istung, 26.05.2015",2015-05-26,1970-01-01,03:00:15,https://www.youtube.com/watch?v=Sp8ZH2ABaok
/et/201505261000,2015-05-26 10:00:00,2015-05-26,"Riigikogu istung, 26.05.2015",2015-05-26,1970-01-01,03:00:15,https://www.youtube.com/watch?v=Sp8ZH2ABaok
